CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1436,100210781202501436,202501436,2025-04-14,2371,781,1,2,5,13,1,41,2025-04-14T00:00:00,2025-04-15T17:00:00,2025-04-14T00:00:00,15.960981,74.971255,Case registered at Mandya PS 3 regarding cheating. Investigation ongoing under IO Ekansh.
1437,100180717202501437,202501437,2025-06-08,1976,717,3,2,5,13,2,36,2025-06-08T00:00:00,2025-06-09T12:00:00,2025-06-08T00:00:00,18.339894,77.108452,Case registered at Kodagu PS 26 regarding cheating. Investigation ongoing under IO Nachiket.
1438,100030133202301438,202301438,2023-08-12,316,133,2,2,3,9,3,5,2023-08-12T00:00:00,2023-08-13T19:00:00,2023-08-12T00:00:00,15.654529,75.761291,Case registered at Belagavi PS 47 regarding dowry harassment. Investigation ongoing under IO Hamsini.
1439,100281020202301439,202301439,2023-10-02,52,1020,3,2,4,11,1,56,2023-10-02T00:00:00,2023-10-02T20:00:00,2023-10-02T00:00:00,15.849646,77.994527,Case registered at Uttara Kannada PS 11 regarding gambling. Investigation ongoing under IO Thomas.
1440,100250931202401440,202401440,2024-02-08,1852,931,1,2,1,2,2,50,2024-02-08T00:00:00,2024-02-08T23:00:00,2024-02-08T00:00:00,15.97363,76.43531,Case registered at Shivamogga PS 9 regarding attempt to murder. Investigation ongoing under IO Bimala.
1441,100250950202501441,202501441,2025-02-24,2047,950,1,2,4,12,1,49,2025-02-24T00:00:00,2025-02-24T15:00:00,2025-02-24T00:00:00,16.184844,76.218811,Case registered at Shivamogga PS 28 regarding public nuisance. Investigation ongoing under IO Aayush.
1442,100030120202501442,202501442,2025-04-24,1569,120,1,2,1,1,3,5,2025-04-24T00:00:00,2025-04-25T03:00:00,2025-04-24T00:00:00,14.546459,75.910448,Case registered at Belagavi PS 34 regarding murder. Investigation ongoing under IO Radha.
1443,100230865202601443,202601443,2026-04-12,61,865,1,2,3,10,1,45,2026-04-12T00:00:00,2026-04-14T00:00:00,2026-04-12T00:00:00,18.073854,77.531679,Case registered at Raichur PS 1 regarding sexual assault. Investigation ongoing under IO Ikbal.
1444,100170688202601444,202601444,2026-06-20,215,688,1,2,2,5,1,34,2026-06-20T00:00:00,2026-06-21T20:00:00,2026-06-20T00:00:00,17.902585,75.593727,Case registered at Kalaburagi PS 54 regarding robbery. Investigation ongoing under IO Harshil.
1445,100260957202301445,202301445,2023-12-21,1150,957,1,2,4,11,3,52,2023-12-21T00:00:00,2023-12-22T18:00:00,2023-12-21T00:00:00,14.440787,78.573951,Case registered at Tumakuru PS 6 regarding gambling. Investigation ongoing under IO Chaman.
1446,100050197202501446,202501446,2025-04-12,417,197,1,2,3,10,3,10,2025-04-12T00:00:00,2025-04-12T11:00:00,2025-04-12T00:00:00,17.029952,77.231499,Case registered at Bengaluru Urban PS 25 regarding sexual assault. Investigation ongoing under IO Siya.
1447,100110484202601447,202601447,2026-05-18,1207,484,1,2,4,11,2,21,2026-05-18T00:00:00,2026-05-19T20:00:00,2026-05-18T00:00:00,16.326371,75.824022,Case registered at Dakshina Kannada PS 52 regarding gambling. Investigation ongoing under IO Nitara.
1448,100080370202601448,202601448,2026-06-24,2406,370,1,2,1,3,2,16,2026-06-24T00:00:00,2026-06-24T09:00:00,2026-06-24T00:00:00,12.158339,77.514558,Case registered at Chikkaballapur PS 25 regarding grievous hurt. Investigation ongoing under IO Fiyaz.
1449,100110439202301449,202301449,2023-05-07,359,439,1,2,3,9,2,22,2023-05-07T00:00:00,2023-05-07T06:00:00,2023-05-07T00:00:00,17.295851,76.764501,Case registered at Dakshina Kannada PS 7 regarding dowry harassment. Investigation ongoing under IO Hardik.
1450,100070321202501450,202501450,2025-11-11,1018,321,1,1,3,10,4,14,2025-11-11T00:00:00,2025-11-12T20:00:00,2025-11-11T00:00:00,12.449045,74.441305,Case registered at Chamarajanagar PS 5 regarding sexual assault. Investigation ongoing under IO Alka.
1451,100080363202301451,202301451,2023-09-20,1577,363,1,2,5,14,3,16,2023-09-20T00:00:00,2023-09-21T12:00:00,2023-09-20T00:00:00,17.170395,75.778615,Case registered at Chikkaballapur PS 18 regarding criminal breach of trust. Investigation ongoing under IO Inaya.
1452,100110459202501452,202501452,2025-11-27,613,459,2,2,4,11,4,21,2025-11-27T00:00:00,2025-11-28T21:00:00,2025-11-27T00:00:00,17.762229,78.088006,Case registered at Dakshina Kannada PS 27 regarding gambling. Investigation ongoing under IO Mekhala.
1453,100311102202301453,202301453,2023-05-28,352,1102,3,2,1,3,2,61,2023-05-28T00:00:00,2023-05-29T04:00:00,2023-05-28T00:00:00,14.864832,74.832924,Case registered at Vijayanagara PS 6 regarding grievous hurt. Investigation ongoing under IO Charvi.
1454,100050178202401454,202401454,2024-09-14,2365,178,2,2,6,15,1,10,2024-09-14T00:00:00,2024-09-14T16:00:00,2024-09-14T00:00:00,17.334173,77.597433,Case registered at Bengaluru Urban PS 6 regarding online fraud. Investigation ongoing under IO Bimala.
1455,100100431202301455,202301455,2023-03-25,1635,431,1,2,2,7,2,19,2023-03-25T00:00:00,2023-03-27T00:00:00,2023-03-25T00:00:00,16.64277,74.031648,Case registered at Chitradurga PS 28 regarding vehicle theft. Investigation ongoing under IO Lila.
1456,100090386202501456,202501456,2025-12-08,1887,386,1,1,3,8,2,18,2025-12-08T00:00:00,2025-12-08T22:00:00,2025-12-08T00:00:00,13.301804,77.094073,Case registered at Chikkamagaluru PS 12 regarding domestic violence. Investigation ongoing under IO Owen.
1457,100250928202401457,202401457,2024-07-14,1391,928,1,2,2,4,2,50,2024-07-14T00:00:00,2024-07-15T21:00:00,2024-07-14T00:00:00,13.554444,77.790108,Case registered at Shivamogga PS 6 regarding theft. Investigation ongoing under IO Ayaan.
1458,100050243202501458,202501458,2025-05-24,1047,243,1,2,5,14,3,10,2025-05-24T00:00:00,2025-05-24T13:00:00,2025-05-24T00:00:00,14.465562,77.53393,Case registered at Bengaluru Urban PS 71 regarding criminal breach of trust. Investigation ongoing under IO Oni.
1459,100080371202401459,202401459,2024-05-03,268,371,2,2,4,12,3,15,2024-05-03T00:00:00,2024-05-04T10:00:00,2024-05-03T00:00:00,12.379268,77.004828,Case registered at Chikkaballapur PS 26 regarding public nuisance. Investigation ongoing under IO Chanchal.
1460,100190740202301460,202301460,2023-08-21,1674,740,1,2,2,4,3,38,2023-08-21T00:00:00,2023-08-21T16:00:00,2023-08-21T00:00:00,17.769724,74.90332,Case registered at Kolar PS 20 regarding theft. Investigation ongoing under IO Gagan.
1461,100200770202601461,202601461,2026-07-03,1456,770,1,2,4,12,2,39,2026-07-03T00:00:00,2026-07-03T11:00:00,2026-07-03T00:00:00,16.970187,77.950767,Case registered at Koppal PS 21 regarding public nuisance. Investigation ongoing under IO Eshana.
1462,100311108202501462,202501462,2025-09-29,2326,1108,1,2,6,15,2,61,2025-09-29T00:00:00,2025-09-29T03:00:00,2025-09-29T00:00:00,16.556214,78.233048,Case registered at Vijayanagara PS 12 regarding online fraud. Investigation ongoing under IO Ekaraj.
1463,100140555202301463,202301463,2023-05-02,2216,555,1,2,5,14,1,28,2023-05-02T00:00:00,2023-05-02T20:00:00,2023-05-02T00:00:00,16.666595,74.346486,Case registered at Gadag PS 8 regarding criminal breach of trust. Investigation ongoing under IO Ria.
1464,100110458202401464,202401464,2024-04-16,753,458,1,2,6,15,1,21,2024-04-16T00:00:00,2024-04-16T06:00:00,2024-04-16T00:00:00,17.525956,77.347008,Case registered at Dakshina Kannada PS 26 regarding online fraud. Investigation ongoing under IO Amrita.
1465,100050180202401465,202401465,2024-06-27,211,180,1,2,6,16,3,10,2024-06-27T00:00:00,2024-06-27T14:00:00,2024-06-27T00:00:00,12.556005,78.493907,Case registered at Bengaluru Urban PS 8 regarding identity theft. Investigation ongoing under IO Chaman.
1466,100100426202401466,202401466,2024-05-23,29,426,1,1,1,1,1,19,2024-05-23T00:00:00,2024-05-23T10:00:00,2024-05-23T00:00:00,14.191781,75.863117,Case registered at Chitradurga PS 23 regarding murder. Investigation ongoing under IO Champak.
1467,100281030202301467,202301467,2023-07-29,401,1030,1,2,6,16,1,56,2023-07-29T00:00:00,2023-07-29T16:00:00,2023-07-29T00:00:00,14.429503,75.92098,Case registered at Uttara Kannada PS 21 regarding identity theft. Investigation ongoing under IO Janaki.
1468,100250939202501468,202501468,2025-04-08,2365,939,1,2,1,3,1,49,2025-04-08T00:00:00,2025-04-09T15:00:00,2025-04-08T00:00:00,15.995767,75.750763,Case registered at Shivamogga PS 17 regarding grievous hurt. Investigation ongoing under IO Bimala.
1469,100200774202601469,202601469,2026-03-05,1510,774,3,2,4,12,2,39,2026-03-05T00:00:00,2026-03-05T03:00:00,2026-03-05T00:00:00,12.690991,75.341961,Case registered at Koppal PS 25 regarding public nuisance. Investigation ongoing under IO Naveen.
1470,100050202202301470,202301470,2023-10-30,760,202,2,2,4,11,1,10,2023-10-30T00:00:00,2023-10-30T02:00:00,2023-10-30T00:00:00,13.112819,74.800668,Case registered at Bengaluru Urban PS 30 regarding gambling. Investigation ongoing under IO Laban.
1471,100110435202501471,202501471,2025-03-10,1911,435,2,2,5,14,1,22,2025-03-10T00:00:00,2025-03-11T00:00:00,2025-03-10T00:00:00,15.095257,77.893138,Case registered at Dakshina Kannada PS 3 regarding criminal breach of trust. Investigation ongoing under IO Anamika.
1472,100020067202501472,202501472,2025-05-22,1223,67,3,2,6,15,1,3,2025-05-22T00:00:00,2025-05-23T21:00:00,2025-05-22T00:00:00,14.066976,77.717947,Case registered at Ballari PS 38 regarding online fraud. Investigation ongoing under IO Bachittar.
1473,100180696202501473,202501473,2025-12-02,1314,696,1,1,3,9,3,35,2025-12-02T00:00:00,2025-12-02T23:00:00,2025-12-02T00:00:00,18.189104,76.774062,Case registered at Kodagu PS 5 regarding dowry harassment. Investigation ongoing under IO Jalsa.
1474,100180696202301474,202301474,2023-02-12,2359,696,1,2,2,7,1,35,2023-02-12T00:00:00,2023-02-12T07:00:00,2023-02-12T00:00:00,13.634201,74.711133,Case registered at Kodagu PS 5 regarding vehicle theft. Investigation ongoing under IO Nicholas.
1475,100170662202501475,202501475,2025-10-06,1069,662,1,2,2,4,2,34,2025-10-06T00:00:00,2025-10-06T15:00:00,2025-10-06T00:00:00,12.906013,78.598487,Case registered at Kalaburagi PS 28 regarding theft. Investigation ongoing under IO Rushil.
1476,100311123202301476,202301476,2023-02-23,2290,1123,3,2,4,12,2,61,2023-02-23T00:00:00,2023-02-24T12:00:00,2023-02-23T00:00:00,17.440285,77.180036,Case registered at Vijayanagara PS 27 regarding public nuisance. Investigation ongoing under IO Harinakshi.
1477,100030092202301477,202301477,2023-08-10,817,92,3,1,3,8,4,5,2023-08-10T00:00:00,2023-08-11T10:00:00,2023-08-10T00:00:00,13.499952,78.430071,Case registered at Belagavi PS 6 regarding domestic violence. Investigation ongoing under IO Bhavya.
1478,100200756202501478,202501478,2025-12-03,73,756,1,2,4,11,1,39,2025-12-03T00:00:00,2025-12-03T01:00:00,2025-12-03T00:00:00,17.311575,74.162352,Case registered at Koppal PS 7 regarding gambling. Investigation ongoing under IO Dalbir.
1479,100260956202501479,202501479,2025-02-10,1718,956,3,1,1,2,1,52,2025-02-10T00:00:00,2025-02-11T22:00:00,2025-02-10T00:00:00,13.140936,76.274588,Case registered at Tumakuru PS 5 regarding attempt to murder. Investigation ongoing under IO Jacob.
1480,100260977202401480,202401480,2024-06-13,1658,977,3,2,5,14,1,52,2024-06-13T00:00:00,2024-06-13T14:00:00,2024-06-13T00:00:00,12.620569,75.558368,Case registered at Tumakuru PS 26 regarding criminal breach of trust. Investigation ongoing under IO Wakeeta.
1481,100020064202301481,202301481,2023-02-20,296,64,1,2,2,4,3,4,2023-02-20T00:00:00,2023-02-21T01:00:00,2023-02-20T00:00:00,14.742872,77.642851,Case registered at Ballari PS 35 regarding theft. Investigation ongoing under IO Udyati.
1482,100080360202501482,202501482,2025-09-22,319,360,1,2,6,15,4,16,2025-09-22T00:00:00,2025-09-22T19:00:00,2025-09-22T00:00:00,11.973777,77.411371,Case registered at Chikkaballapur PS 15 regarding online fraud. Investigation ongoing under IO Jasmit.
1483,100180705202301483,202301483,2023-01-07,802,705,1,2,2,5,3,36,2023-01-07T00:00:00,2023-01-08T09:00:00,2023-01-07T00:00:00,11.915794,77.932476,Case registered at Kodagu PS 14 regarding robbery. Investigation ongoing under IO Ishaan.
1484,100050249202401484,202401484,2024-05-25,1526,249,1,2,1,1,1,9,2024-05-25T00:00:00,2024-05-26T17:00:00,2024-05-25T00:00:00,16.491103,78.501855,Case registered at Bengaluru Urban PS 77 regarding murder. Investigation ongoing under IO Upadhriti.
1485,100240921202301485,202301485,2023-02-09,2236,921,1,2,4,12,3,47,2023-02-09T00:00:00,2023-02-10T18:00:00,2023-02-09T00:00:00,17.166394,77.772234,Case registered at Ramanagara PS 28 regarding public nuisance. Investigation ongoing under IO Ekavir.
1486,100050251202501486,202501486,2025-06-23,21,251,2,2,2,5,1,10,2025-06-23T00:00:00,2025-06-24T09:00:00,2025-06-23T00:00:00,16.345644,75.206244,Case registered at Bengaluru Urban PS 79 regarding robbery. Investigation ongoing under IO Theodore.
1487,100270991202301487,202301487,2023-11-24,2488,991,3,2,2,5,4,54,2023-11-24T00:00:00,2023-11-25T13:00:00,2023-11-24T00:00:00,13.848329,78.352818,Case registered at Udupi PS 11 regarding robbery. Investigation ongoing under IO Ekapad.
1488,100260955202601488,202601488,2026-06-15,153,955,1,2,1,3,3,52,2026-06-15T00:00:00,2026-06-16T04:00:00,2026-06-15T00:00:00,15.619048,77.650539,Case registered at Tumakuru PS 4 regarding grievous hurt. Investigation ongoing under IO Faris.
1489,100230868202401489,202401489,2024-10-18,1762,868,1,2,1,3,2,46,2024-10-18T00:00:00,2024-10-18T12:00:00,2024-10-18T00:00:00,12.404083,75.957118,Case registered at Raichur PS 4 regarding grievous hurt. Investigation ongoing under IO Chatresh.
1490,100180697202301490,202301490,2023-07-03,330,697,1,2,5,13,2,36,2023-07-03T00:00:00,2023-07-03T13:00:00,2023-07-03T00:00:00,18.292388,76.461407,Case registered at Kodagu PS 6 regarding cheating. Investigation ongoing under IO Oni.
1491,100180705202501491,202501491,2025-08-03,1901,705,1,2,2,6,1,35,2025-08-03T00:00:00,2025-08-03T23:00:00,2025-08-03T00:00:00,14.472534,78.503099,Case registered at Kodagu PS 14 regarding burglary. Investigation ongoing under IO Yutika.
1492,100230866202301492,202301492,2023-10-23,1432,866,3,2,2,5,3,46,2023-10-23T00:00:00,2023-10-23T08:00:00,2023-10-23T00:00:00,12.980687,75.958839,Case registered at Raichur PS 2 regarding robbery. Investigation ongoing under IO Aarini.
1493,100020031202501493,202501493,2025-01-15,68,31,3,2,4,11,1,4,2025-01-15T00:00:00,2025-01-15T17:00:00,2025-01-15T00:00:00,16.129746,76.174159,Case registered at Ballari PS 2 regarding gambling. Investigation ongoing under IO Tanay.
1494,100271000202301494,202301494,2023-11-02,346,1000,1,2,2,7,4,53,2023-11-02T00:00:00,2023-11-02T14:00:00,2023-11-02T00:00:00,14.517424,78.357878,Case registered at Udupi PS 20 regarding vehicle theft. Investigation ongoing under IO Alexander.
1495,100170648202301495,202301495,2023-12-11,1096,648,3,1,3,10,1,33,2023-12-11T00:00:00,2023-12-12T16:00:00,2023-12-11T00:00:00,11.90212,78.392958,Case registered at Kalaburagi PS 14 regarding sexual assault. Investigation ongoing under IO Ranveer.
1496,100140571202401496,202401496,2024-01-21,1237,571,1,2,4,11,3,27,2024-01-21T00:00:00,2024-01-23T00:00:00,2024-01-21T00:00:00,17.592701,78.289197,Case registered at Gadag PS 24 regarding gambling. Investigation ongoing under IO Aadhya.
1497,100010018202401497,202401497,2024-09-12,1989,18,1,2,4,11,1,2,2024-09-12T00:00:00,2024-09-13T11:00:00,2024-09-12T00:00:00,14.060375,77.763748,Case registered at Bagalkot PS 18 regarding gambling. Investigation ongoing under IO Yasti.
1498,100050216202301498,202301498,2023-07-27,415,216,1,1,1,2,1,10,2023-07-27T00:00:00,2023-07-27T11:00:00,2023-07-27T00:00:00,15.750842,78.198889,Case registered at Bengaluru Urban PS 44 regarding attempt to murder. Investigation ongoing under IO Chavvi.
1499,100050268202401499,202401499,2024-07-29,1217,268,1,2,2,6,1,10,2024-07-29T00:00:00,2024-07-30T21:00:00,2024-07-29T00:00:00,17.022156,77.949182,Case registered at Bengaluru Urban PS 96 regarding burglary. Investigation ongoing under IO Bhavika.
1500,100100432202501500,202501500,2025-06-26,301,432,1,1,3,10,2,19,2025-06-26T00:00:00,2025-06-26T13:00:00,2025-06-26T00:00:00,16.135558,77.126857,Case registered at Chitradurga PS 29 regarding sexual assault. Investigation ongoing under IO Lakshmi.
1501,100291061202401501,202401501,2024-03-30,902,1061,3,2,3,8,3,57,2024-03-30T00:00:00,2024-03-31T19:00:00,2024-03-30T00:00:00,13.623967,74.261084,Case registered at Vijayapura PS 23 regarding domestic violence. Investigation ongoing under IO Amruta.
1502,100190745202501502,202501502,2025-05-28,2473,745,1,2,4,11,2,37,2025-05-28T00:00:00,2025-05-28T03:00:00,2025-05-28T00:00:00,17.316717,74.641513,Case registered at Kolar PS 25 regarding gambling. Investigation ongoing under IO Atharv.
1503,100110451202401503,202401503,2024-09-11,1141,451,2,2,1,2,4,21,2024-09-11T00:00:00,2024-09-11T11:00:00,2024-09-11T00:00:00,12.729014,77.582272,Case registered at Dakshina Kannada PS 19 regarding attempt to murder. Investigation ongoing under IO Ryan.
1504,100170685202501504,202501504,2025-10-25,1731,685,1,2,5,13,2,34,2025-10-25T00:00:00,2025-10-26T15:00:00,2025-10-25T00:00:00,14.322195,74.263639,Case registered at Kalaburagi PS 51 regarding cheating. Investigation ongoing under IO Upadhriti.
1505,100030102202501505,202501505,2025-10-16,242,102,1,2,5,14,3,5,2025-10-16T00:00:00,2025-10-17T00:00:00,2025-10-16T00:00:00,18.392858,75.252976,Case registered at Belagavi PS 16 regarding criminal breach of trust. Investigation ongoing under IO Amruta.
1506,100050199202501506,202501506,2025-01-07,2354,199,1,2,5,14,2,10,2025-01-07T00:00:00,2025-01-07T18:00:00,2025-01-07T00:00:00,15.479492,74.795144,Case registered at Bengaluru Urban PS 27 regarding criminal breach of trust. Investigation ongoing under IO Kalpit.
1507,100120510202301507,202301507,2023-11-06,1626,510,1,2,2,5,1,24,2023-11-06T00:00:00,2023-11-07T22:00:00,2023-11-06T00:00:00,13.419105,77.801963,Case registered at Davanagere PS 21 regarding robbery. Investigation ongoing under IO Anamika.
1508,100220837202601508,202601508,2026-02-06,474,837,1,2,2,7,1,43,2026-02-06T00:00:00,2026-02-07T00:00:00,2026-02-06T00:00:00,14.851851,74.795832,Case registered at Mysuru PS 30 regarding vehicle theft. Investigation ongoing under IO Bishakha.
1509,100200778202501509,202501509,2025-03-06,825,778,1,2,5,13,4,40,2025-03-06T00:00:00,2025-03-06T15:00:00,2025-03-06T00:00:00,18.215741,74.360039,Case registered at Koppal PS 29 regarding cheating. Investigation ongoing under IO Gagan.
1510,100090387202501510,202501510,2025-01-26,1756,387,1,2,6,15,4,18,2025-01-26T00:00:00,2025-01-26T08:00:00,2025-01-26T00:00:00,12.028471,76.038265,Case registered at Chikkamagaluru PS 13 regarding online fraud. Investigation ongoing under IO Sanya.
1511,100010010202501511,202501511,2025-09-08,254,10,3,2,1,3,2,1,2025-09-08T00:00:00,2025-09-09T20:00:00,2025-09-08T00:00:00,15.446227,78.396313,Case registered at Bagalkot PS 10 regarding grievous hurt. Investigation ongoing under IO Riya.
1512,100080372202301512,202301512,2023-06-21,2490,372,1,2,6,16,3,15,2023-06-21T00:00:00,2023-06-21T17:00:00,2023-06-21T00:00:00,17.689792,75.045763,Case registered at Chikkaballapur PS 27 regarding identity theft. Investigation ongoing under IO Gautami.
1513,100070318202401513,202401513,2024-07-03,1332,318,3,1,3,8,3,14,2024-07-03T00:00:00,2024-07-04T14:00:00,2024-07-03T00:00:00,15.314847,75.436453,Case registered at Chamarajanagar PS 2 regarding domestic violence. Investigation ongoing under IO Pranit.
1514,100281029202501514,202501514,2025-08-22,61,1029,1,2,3,9,3,55,2025-08-22T00:00:00,2025-08-23T11:00:00,2025-08-22T00:00:00,16.013432,77.858848,Case registered at Uttara Kannada PS 20 regarding dowry harassment. Investigation ongoing under IO Ikbal.
1515,100250944202501515,202501515,2025-10-11,2476,944,1,2,6,16,1,49,2025-10-11T00:00:00,2025-10-11T08:00:00,2025-10-11T00:00:00,15.841338,76.701832,Case registered at Shivamogga PS 22 regarding identity theft. Investigation ongoing under IO Jonathan.
1516,100190723202501516,202501516,2025-11-14,1075,723,3,2,2,6,4,37,2025-11-14T00:00:00,2025-11-15T17:00:00,2025-11-14T00:00:00,18.078872,78.475264,Case registered at Kolar PS 3 regarding burglary. Investigation ongoing under IO Bhavani.
1517,100240909202501517,202501517,2025-02-05,1604,909,4,2,6,15,1,47,2025-02-05T00:00:00,2025-02-05T20:00:00,2025-02-05T00:00:00,16.928188,76.158777,Case registered at Ramanagara PS 16 regarding online fraud. Investigation ongoing under IO Umang.
1518,100050282202301518,202301518,2023-01-16,2107,282,3,2,2,6,1,9,2023-01-16T00:00:00,2023-01-17T17:00:00,2023-01-16T00:00:00,18.218602,78.265298,Case registered at Bengaluru Urban PS 110 regarding burglary. Investigation ongoing under IO Gayathri.
1519,100291051202501519,202501519,2025-11-25,2459,1051,4,2,3,8,1,58,2025-11-25T00:00:00,2025-11-26T00:00:00,2025-11-25T00:00:00,14.881672,74.153098,Case registered at Vijayapura PS 13 regarding domestic violence. Investigation ongoing under IO Urvashi.
1520,100220824202501520,202501520,2025-07-06,966,824,1,2,6,16,2,44,2025-07-06T00:00:00,2025-07-06T04:00:00,2025-07-06T00:00:00,16.675337,74.672147,Case registered at Mysuru PS 17 regarding identity theft. Investigation ongoing under IO Zaid.
1521,100020034202401521,202401521,2024-03-11,221,34,1,2,2,7,1,4,2024-03-11T00:00:00,2024-03-11T22:00:00,2024-03-11T00:00:00,17.229094,77.13184,Case registered at Ballari PS 5 regarding vehicle theft. Investigation ongoing under IO Daksha.
1522,100080354202501522,202501522,2025-12-17,364,354,1,2,2,6,2,16,2025-12-17T00:00:00,2025-12-18T05:00:00,2025-12-17T00:00:00,16.166377,77.185691,Case registered at Chikkaballapur PS 9 regarding burglary. Investigation ongoing under IO Michael.
1523,100130533202601523,202601523,2026-07-13,2295,533,1,2,2,7,3,25,2026-07-13T00:00:00,2026-07-13T05:00:00,2026-07-13T00:00:00,11.966058,75.664771,Case registered at Dharwad PS 15 regarding vehicle theft. Investigation ongoing under IO Gabriel.
1524,100270984202301524,202301524,2023-06-03,1571,984,3,2,2,7,2,54,2023-06-03T00:00:00,2023-06-03T04:00:00,2023-06-03T00:00:00,11.682304,78.021654,Case registered at Udupi PS 4 regarding vehicle theft. Investigation ongoing under IO Megha.
1525,100150602202401525,202401525,2024-07-28,1120,602,1,2,5,13,1,29,2024-07-28T00:00:00,2024-07-28T13:00:00,2024-07-28T00:00:00,13.784686,74.46578,Case registered at Hassan PS 26 regarding cheating. Investigation ongoing under IO Rayaan.
1526,100050213202301526,202301526,2023-10-11,1576,213,1,2,5,13,2,9,2023-10-11T00:00:00,2023-10-12T07:00:00,2023-10-11T00:00:00,13.830012,76.925795,Case registered at Bengaluru Urban PS 41 regarding cheating. Investigation ongoing under IO Arjun.
1527,100230879202401527,202401527,2024-11-07,2435,879,1,2,2,5,3,46,2024-11-07T00:00:00,2024-11-08T15:00:00,2024-11-07T00:00:00,17.167269,78.506105,Case registered at Raichur PS 15 regarding robbery. Investigation ongoing under IO Wakeeta.
1528,100170635202501528,202501528,2025-03-01,613,635,3,2,6,15,2,33,2025-03-01T00:00:00,2025-03-02T09:00:00,2025-03-01T00:00:00,17.308816,78.593266,Case registered at Kalaburagi PS 1 regarding online fraud. Investigation ongoing under IO Mekhala.
1529,100291042202401529,202401529,2024-07-02,944,1042,1,1,3,9,3,57,2024-07-02T00:00:00,2024-07-02T06:00:00,2024-07-02T00:00:00,13.973975,76.161629,Case registered at Vijayapura PS 4 regarding dowry harassment. Investigation ongoing under IO Gautam.
1530,100010023202301530,202301530,2023-01-01,1726,23,1,2,5,14,1,1,2023-01-01T00:00:00,2023-01-02T05:00:00,2023-01-01T00:00:00,13.696447,76.106117,Case registered at Bagalkot PS 23 regarding criminal breach of trust. Investigation ongoing under IO Pooja.
1531,100040148202601531,202601531,2026-04-25,971,148,1,2,5,13,2,8,2026-04-25T00:00:00,2026-04-25T01:00:00,2026-04-25T00:00:00,14.668887,74.40666,Case registered at Bengaluru Rural PS 5 regarding cheating. Investigation ongoing under IO Theodore.
1532,100301069202601532,202601532,2026-01-03,592,1069,4,2,1,3,1,59,2026-01-03T00:00:00,2026-01-04T20:00:00,2026-01-03T00:00:00,14.586779,77.934189,Case registered at Yadgir PS 2 regarding grievous hurt. Investigation ongoing under IO Yatin.
1533,100270996202301533,202301533,2023-01-16,880,996,1,2,6,16,4,54,2023-01-16T00:00:00,2023-01-16T02:00:00,2023-01-16T00:00:00,17.306162,74.962745,Case registered at Udupi PS 16 regarding identity theft. Investigation ongoing under IO Wriddhish.
1534,100220826202501534,202501534,2025-11-02,2493,826,1,2,3,10,3,43,2025-11-02T00:00:00,2025-11-02T05:00:00,2025-11-02T00:00:00,18.291266,74.323455,Case registered at Mysuru PS 19 regarding sexual assault. Investigation ongoing under IO Udant.
1535,100150597202301535,202301535,2023-07-17,1740,597,1,2,2,4,3,30,2023-07-17T00:00:00,2023-07-17T07:00:00,2023-07-17T00:00:00,16.822295,75.324054,Case registered at Hassan PS 21 regarding theft. Investigation ongoing under IO Hredhaan.
1536,100220809202301536,202301536,2023-02-13,2193,809,1,2,6,15,3,44,2023-02-13T00:00:00,2023-02-13T09:00:00,2023-02-13T00:00:00,15.635745,74.029602,Case registered at Mysuru PS 2 regarding online fraud. Investigation ongoing under IO Ranbir.
1537,100200777202601537,202601537,2026-05-10,925,777,1,2,4,12,1,40,2026-05-10T00:00:00,2026-05-11T04:00:00,2026-05-10T00:00:00,17.651332,76.401511,Case registered at Koppal PS 28 regarding public nuisance. Investigation ongoing under IO Arjun.
1538,100170656202301538,202301538,2023-10-18,2103,656,1,2,4,11,2,33,2023-10-18T00:00:00,2023-10-18T16:00:00,2023-10-18T00:00:00,16.128128,75.979413,Case registered at Kalaburagi PS 22 regarding gambling. Investigation ongoing under IO Amara.
1539,100200762202501539,202501539,2025-03-11,1007,762,1,2,6,16,4,39,2025-03-11T00:00:00,2025-03-11T06:00:00,2025-03-11T00:00:00,11.651992,76.560397,Case registered at Koppal PS 13 regarding identity theft. Investigation ongoing under IO Odika.
1540,100030134202601540,202601540,2026-03-18,1540,134,1,2,5,13,1,5,2026-03-18T00:00:00,2026-03-19T11:00:00,2026-03-18T00:00:00,16.466475,76.640067,Case registered at Belagavi PS 48 regarding cheating. Investigation ongoing under IO Ekta.
1541,100110466202501541,202501541,2025-08-08,1577,466,1,2,6,15,2,21,2025-08-08T00:00:00,2025-08-09T19:00:00,2025-08-08T00:00:00,13.907643,75.310572,Case registered at Dakshina Kannada PS 34 regarding online fraud. Investigation ongoing under IO Inaya.
1542,100281036202601542,202601542,2026-04-22,1889,1036,1,2,6,16,1,56,2026-04-22T00:00:00,2026-04-24T00:00:00,2026-04-22T00:00:00,14.098987,78.369918,Case registered at Uttara Kannada PS 27 regarding identity theft. Investigation ongoing under IO Gaurang.
