ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
1191,1191,Jagvi Mistry,20,7,2,5,1
1192,1192,Indali Sahota,61,6,4,2,1
1193,1193,Omaja Apte,50,4,5,4,1
1194,1194,Reva Prasad,54,3,6,3,2
1195,1195,Christopher Sarma,34,2,3,2,1
1196,1196,Vincent Hans,29,4,2,4,1
1197,1197,Ayaan Purohit,47,8,4,2,2
1198,1198,Gautam Deshpande,60,2,5,1,2
1199,1199,Harini Korpal,48,1,2,5,2
1200,1200,Kevin Patla,22,1,2,1,1
1201,1201,Bakhshi Chander,59,2,3,1,2
1202,1202,Urvi Ramanathan,62,3,3,3,1
1203,1203,Ekiya Brar,24,2,2,2,2
1204,1204,Nathaniel Aggarwal,59,4,2,1,2
1205,1205,Amruta Ravi,30,3,3,4,2
1206,1206,Charan Karpe,19,4,6,3,1
1207,1207,Pooja Bawa,46,4,6,3,2
1208,1208,Xiti Chaudhry,31,1,4,3,1
1209,1209,Ayaan Dayal,34,6,3,2,2
1210,1210,Harshil Oza,36,5,5,1,2
1211,1211,Dayita Goswami,61,6,5,2,1
1212,1212,Hiral Buch,26,4,5,3,2
1213,1213,Krisha Pathak,70,3,2,4,1
1214,1214,Aditya Bhatti,51,5,2,2,1
1215,1215,Lavanya Devi,24,3,5,5,1
1216,1216,Gaurangi Divan,38,8,6,3,1
1217,1217,Dominic Vig,57,1,1,1,1
1218,1218,Ekantika Sahni,50,3,5,5,1
1219,1219,Om Ganesan,53,5,4,5,2
1220,1220,Luke Babu,23,5,5,2,2
1221,1221,Patrick Kothari,23,2,2,1,1
1222,1222,Ekaja Kala,43,3,2,3,2
1223,1223,Vasana Kaul,55,5,1,4,1
1224,1224,Pallavi Mukherjee,64,1,3,4,1
1225,1225,Ekiya Bora,30,6,5,4,2
1226,1226,Max Mistry,56,8,5,3,1
1227,1227,Kashish Chahal,53,5,6,5,1
1228,1228,Dayita Kumar,44,5,5,5,1
1229,1229,Rachana Kashyap,37,3,6,4,1
1230,1230,Tara Sarin,64,7,4,5,2
1231,1231,Lekha Tella,52,2,3,1,2
1232,1232,Chandresh Kalita,44,2,4,4,1
1233,1233,Mahika Contractor,63,6,4,2,2
1234,1234,Osha Bath,64,8,2,4,2
1235,1235,Bakhshi Arora,18,4,2,3,1
1236,1236,Unnati Varty,61,8,5,3,2
1237,1237,Fariq Lad,36,8,6,4,2
1238,1238,Indali Pau,52,5,4,2,1
1239,1239,Ikshita Wadhwa,69,1,1,4,1
1240,1240,Warhi Srivastava,33,3,1,2,1
1241,1241,Maanas Lala,27,3,2,5,1
1242,1242,Dalbir Oommen,38,5,3,4,1
1243,1243,Krishna Mukherjee,21,7,2,4,2
1244,1244,Upkaar Badami,20,6,3,1,2
1245,1245,Netra Bhalla,60,6,3,2,2
1246,1246,Adweta Chaudry,25,5,1,2,2
1247,1247,Pranit Kalla,69,8,2,1,1
1248,1248,Baghyawati Mitter,58,2,5,2,2
1249,1249,Triya Keer,54,7,6,3,1
1250,1250,Leela Chada,45,7,1,4,1
1251,1251,Dev Bath,27,5,3,1,2
1252,1252,Naksh Murty,62,2,2,4,2
1253,1253,Libni Setty,25,6,3,1,2
1254,1254,Urmi Luthra,42,4,1,3,2
1255,1255,Aayush Rajan,41,5,1,5,2
1256,1256,Avi Walla,48,8,3,4,1
1257,1257,Ucchal Mital,24,7,1,4,2
1258,1258,Tristan Srivastava,34,5,5,1,1
1259,1259,Onkar Chander,48,2,4,4,1
1260,1260,Niharika Oommen,55,1,3,1,1
1261,1261,Aarav Bhakta,65,4,2,4,2
1262,1262,Max Hayre,55,2,4,5,1
1263,1263,Januja Chaudhuri,33,8,2,2,1
1264,1264,Kamala Lall,58,6,5,4,1
1265,1265,Mitali Dora,23,8,3,4,1
1266,1266,Christopher Chacko,62,7,4,2,2
1267,1267,Reyansh Wali,60,1,2,2,1
1268,1268,Nitara Patil,65,2,3,4,2
1269,1269,Tanay Bumb,69,7,6,4,2
1270,1270,Dominic Sachdev,43,6,1,2,1
1271,1271,Hemal Dey,54,3,6,2,2
1272,1272,Noah Grewal,33,2,5,2,1
1273,1273,Yashica Chowdhury,41,4,1,3,1
1274,1274,Frederick Nath,52,3,1,5,1
1275,1275,Guneet Doshi,46,4,4,5,1
1276,1276,Nitara Gokhale,31,5,3,1,1
1277,1277,Abeer Gill,38,1,5,5,2
1278,1278,Hiral Bir,36,8,2,3,2
1279,1279,Maya Sheth,58,2,1,5,2
1280,1280,Mitali Krish,60,5,2,2,2
1281,1281,Balveer Sodhi,68,6,5,2,1
1282,1282,Ekaraj Sarkar,66,2,2,3,2
1283,1283,Bachittar Varghese,21,1,4,1,1
1284,1284,Kai Khosla,32,8,1,4,1
1285,1285,Tanmayi Narayanan,34,1,6,1,1
1286,1286,Yuvraj Jhaveri,56,2,3,3,1
1287,1287,Aayush Balasubramanian,30,2,4,4,1
1288,1288,Zaitra Aggarwal,69,6,5,2,1
1289,1289,Nicholas Deol,33,3,1,1,2
1290,1290,Rushil Patla,21,5,6,2,2
1291,1291,Anya Wali,59,6,2,1,2
1292,1292,Pranav Kannan,35,6,1,4,2
1293,1293,Nisha Dhar,26,8,1,1,1
1294,1294,Balvan Chopra,68,6,2,2,1
1295,1295,Tara Sant,66,2,4,4,1
1296,1296,Unnati Cheema,30,4,3,1,1
1297,1297,Wahab Sibal,25,8,3,4,2
1298,1298,Neha Garde,28,8,1,5,1
1299,1299,Zaid Om,29,1,3,5,2
1300,1300,Kritika Sood,52,1,4,4,2
1301,1301,Aarnav Swamy,69,8,5,1,1
1302,1302,Kalpit Nath,34,3,4,1,2
1303,1303,Rohan Dutt,70,7,4,4,1
1304,1304,Nachiket Lala,54,2,5,2,2
1305,1305,Xavier Parikh,29,5,2,5,1
1306,1306,Upma Krishnamurthy,23,3,6,2,1
1307,1307,Girik Divan,43,4,6,5,1
1308,1308,Janya Raju,39,4,3,2,2
1309,1309,Jonathan Reddy,29,1,3,3,2
1310,1310,Nirja Banik,53,7,4,5,1
1311,1311,Sachi Prasad,70,6,1,2,2
1312,1312,Harini Chokshi,24,5,4,1,2
1313,1313,Rishi Khanna,69,3,5,3,1
1314,1314,Varsha Chada,25,2,4,5,2
1315,1315,David Ratta,69,2,6,4,2
1316,1316,Anika Swaminathan,59,6,4,3,1
1317,1317,Teerth Sethi,62,2,6,5,2
1318,1318,Eesha Srinivas,18,3,4,5,1
1319,1319,Nandini Bobal,61,1,1,2,2
1320,1320,Falan Ratti,22,7,1,5,1
1321,1321,Frado Chada,38,3,1,3,2
1322,1322,Bhavani Kara,43,1,6,5,1
1323,1323,Chatresh Narang,29,4,5,5,2
1324,1324,Bachittar Bumb,27,1,1,4,1
1325,1325,Aachal Ganesh,63,1,2,1,1
1326,1326,Isaiah Palla,18,4,3,3,1
1327,1327,Sachi Sampath,51,1,5,5,1
1328,1328,Janani Verma,59,7,6,5,2
1329,1329,Geetika Thakur,37,3,2,1,1
1330,1330,Edhitha Dhillon,37,7,6,3,2
1331,1331,Tristan Gandhi,18,2,1,1,1
1332,1332,Omya Lanka,48,3,4,5,2
1333,1333,Owen Kota,67,8,5,1,1
1334,1334,Tara Goswami,36,5,2,4,1
1335,1335,Yochana Kuruvilla,65,5,1,5,1
1336,1336,Krisha Krish,41,7,5,3,2
1337,1337,Omya Nayak,36,6,3,1,1
1338,1338,Ekansh Yadav,47,4,4,2,1
1339,1339,Vinaya Zacharia,43,1,6,2,1
1340,1340,Hamsini Dewan,24,3,4,3,1
1341,1341,Xavier Buch,66,6,3,3,2
1342,1342,Prisha Nigam,40,7,2,4,2
1343,1343,Niharika Gopal,39,4,5,5,1
1344,1344,Aachal Narayanan,52,2,1,1,1
1345,1345,Nihal Kumar,25,6,2,3,1
1346,1346,Balvan Memon,37,7,1,5,1
1347,1347,Viraj Wable,24,8,3,1,1
1348,1348,Pallavi Edwin,22,3,1,5,1
1349,1349,Daniel Chada,18,3,1,2,2
1350,1350,Gavin Prashad,39,7,6,5,2
1351,1351,Faqid Barad,18,7,3,5,2
1352,1352,Tara Bail,28,6,3,2,1
1353,1353,Chakrika Pandit,33,1,5,3,2
1354,1354,Krish Butala,44,1,1,5,2
1355,1355,Falan Ramesh,26,7,4,3,2
1356,1356,Vyanjana Merchant,32,6,4,4,2
1357,1357,Dakshesh Gulati,21,7,3,5,2
1358,1358,Vanya Nadig,19,6,4,1,1
1359,1359,Adweta Thakkar,34,3,1,4,1
1360,1360,Atharv Gandhi,41,3,1,2,1
1361,1361,Bimala Mody,59,2,5,5,2
1362,1362,Ekani Ramanathan,59,7,6,2,2
1363,1363,Vrinda Bhagat,52,5,1,2,1
1364,1364,Samesh Dutt,30,1,4,2,2
1365,1365,Zilmil Soman,51,4,2,2,2
1366,1366,Upkaar Borra,60,3,6,1,1
1367,1367,Azaan Guha,58,4,4,3,2
1368,1368,Ayush Tailor,29,1,5,1,1
1369,1369,Tarak Misra,48,5,5,1,2
1370,1370,Waida Grewal,45,8,4,3,2
1371,1371,Ishwar Salvi,58,3,5,1,1
1372,1372,Bachittar Kuruvilla,63,8,6,1,1
1373,1373,Kalpit Barad,54,4,6,4,1
1374,1374,Indrajit Luthra,24,6,1,5,1
1375,1375,Libni Balasubramanian,66,5,1,2,1
1376,1376,Mitali Tella,49,6,3,5,2
1377,1377,Irya Roy,46,6,2,5,1
1378,1378,Jeremiah Chaudhary,46,2,4,1,2
1379,1379,Ishaan Boase,24,1,2,4,1
1380,1380,Ganga Nayak,57,3,5,2,1
1381,1381,Vaishnavi Oza,33,1,6,1,1
1382,1382,Damini Shenoy,57,5,6,2,1
1383,1383,Gautam Saxena,33,1,1,5,2
1384,1384,Baghyawati Chana,21,2,3,4,1
1385,1385,Tanmayi Sodhi,58,8,6,2,2
1386,1386,Elijah Agate,25,8,4,5,1
1387,1387,Lakshmi Bumb,66,5,4,2,1
1388,1388,Upasna Dara,48,1,5,5,1
1389,1389,Gabriel Balasubramanian,32,1,3,1,1
1390,1390,Nisha Bahl,35,2,5,3,1
1391,1391,Ikbal Agarwal,61,3,4,5,2
1392,1392,Umang Gala,53,4,1,4,1
1393,1393,Daksha Zachariah,28,5,1,1,1
1394,1394,Megha Nadig,26,4,3,1,1
1395,1395,Rishi Mohanty,30,3,1,3,2
1396,1396,Kamya Savant,19,4,1,1,1
1397,1397,Jhalak Das,68,3,2,5,1
1398,1398,Mugdha Dutta,66,3,4,1,2
1399,1399,Devika Dhar,34,4,6,5,1
1400,1400,Ronith Dasgupta,32,4,3,3,2
1401,1401,Vidhi Arora,66,4,5,4,2
1402,1402,Lekha Zachariah,27,6,1,4,2
1403,1403,Vrishti Zacharia,29,7,3,3,2
1404,1404,Samarth Lall,30,6,2,5,2
1405,1405,Girindra Uppal,59,8,6,4,2
1406,1406,Udant Mishra,47,3,2,2,1
1407,1407,Manan Singh,20,5,4,5,2
1408,1408,Ekani Mangal,41,6,1,3,1
1409,1409,Madhav Sibal,44,2,4,4,2
1410,1410,Triya Jayaraman,43,7,2,4,2
1411,1411,Jatin Bandi,21,8,1,3,2
1412,1412,Janani Mammen,43,7,6,1,1
1413,1413,Gunbir Sachdeva,58,2,2,1,1
1414,1414,Ridhi Bhandari,69,8,3,4,1
1415,1415,Hemani Chahal,53,2,5,5,1
1416,1416,Sai Mahal,69,8,4,5,1
1417,1417,Avni Ramaswamy,28,7,6,5,2
1418,1418,Wahab Thaman,43,8,3,4,1
1419,1419,Daniel Kala,35,2,4,2,2
1420,1420,Wazir Ravel,66,4,2,4,1
1421,1421,Yutika Murthy,45,4,6,3,2
1422,1422,Azaan Biswas,42,7,4,5,2
1423,1423,Ishani Nayar,38,6,3,5,2
1424,1424,Vritti Chaudhuri,24,1,2,1,2
1425,1425,Nihal Deshmukh,62,8,5,1,1
1426,1426,Ikshita Rajan,62,2,1,1,2
1427,1427,Imaran Dalal,59,5,2,4,1
1428,1428,Yashoda Tandon,23,1,6,5,2
1429,1429,Jagrati Balasubramanian,45,5,6,4,2
1430,1430,Niharika Basak,44,6,6,5,1
1431,1431,Netra Apte,35,2,3,2,2
1432,1432,Luke Babu,37,3,3,2,2
1433,1433,Nandini Dasgupta,23,1,3,1,2
1434,1434,Darika Vig,44,5,4,4,1
1435,1435,Dev Patla,69,7,2,5,2
1436,1436,Madhavi Bandi,59,2,3,5,1
1437,1437,Ganga Issac,62,4,4,1,1
1438,1438,Aarna Kara,21,6,4,5,2
1439,1439,Matthew Modi,43,6,2,1,2
1440,1440,Brijesh Rajagopal,45,2,2,1,1
1441,1441,Barkha Palan,35,1,5,4,1
1442,1442,Quincy Dave,48,3,4,5,1
1443,1443,Yasti Sodhi,67,5,6,3,2
1444,1444,Farhan Dayal,57,8,6,4,2
1445,1445,Kabir Chandran,68,1,6,5,1
1446,1446,Triya Muni,66,3,1,5,2
1447,1447,Janani Karan,66,3,3,4,2
1448,1448,Upkaar Menon,69,2,4,3,1
1449,1449,Jeevika Dube,56,4,1,3,1
1450,1450,Naveen Ganesh,54,6,5,5,1
1451,1451,Jacob Muni,30,3,3,3,1
1452,1452,Shivani Purohit,40,8,1,2,2
1453,1453,Advika Kale,64,2,4,4,1
1454,1454,Indira Kata,23,2,6,5,1
1455,1455,Dayamai Sant,48,8,5,4,2
1456,1456,Lopa Keer,69,2,5,3,2
1457,1457,Aarna Ganesan,18,8,6,2,2
1458,1458,Mugdha Shenoy,23,7,5,1,2
1459,1459,Vedika Kurian,36,3,3,2,2
1460,1460,Falan Bumb,29,5,4,5,1
1461,1461,Gunbir Rajagopalan,51,5,1,2,2
1462,1462,Siya Golla,62,1,3,4,2
1463,1463,Janani Singh,20,5,6,4,2
1464,1464,Jack Nayak,49,3,1,1,1
1465,1465,Dev Banerjee,20,5,4,5,2
1466,1466,Lavanya Iyer,33,5,6,2,2
1467,1467,Lila Rajan,46,1,4,1,2
1468,1468,Omkaar Ahluwalia,32,6,5,1,2
1469,1469,Abhimanyu Prasad,23,6,2,2,1
1470,1470,Ladli Mitter,51,3,3,1,2
1471,1471,Tejas Goda,31,6,2,3,2
1472,1472,Saksham Manne,21,7,5,2,1
1473,1473,Laban Sunder,33,8,1,3,2
1474,1474,Falak Contractor,25,1,3,3,2
1475,1475,Kamya Madan,30,2,5,2,1
1476,1476,Gaurika Sant,67,8,1,4,2
1477,1477,Raghav Swamy,56,5,4,2,2
1478,1478,Aditya Natt,25,3,4,5,2
1479,1479,Banjeet Tandon,18,5,6,1,1
1480,1480,Yauvani Hayre,23,8,4,5,1
1481,1481,Advaith Gulati,43,3,3,5,2
1482,1482,Zilmil Nanda,48,2,2,4,2
1483,1483,Pallavi Bhagat,28,5,2,5,2
1484,1484,Alka Aggarwal,51,2,3,5,2
1485,1485,Sai Brar,31,3,3,4,1
1486,1486,Sachi Sunder,47,7,3,4,1
1487,1487,Yutika Devi,43,6,1,4,2
1488,1488,Yagnesh Bera,39,2,2,1,1
1489,1489,Ishwar Nanda,19,4,5,3,1
1490,1490,Jalsa Pal,35,1,5,3,1
1491,1491,Kala Mander,22,3,2,3,1
1492,1492,Bhavani Mukherjee,18,6,2,2,2
1493,1493,Rudra Om,41,1,5,5,1
1494,1494,Shravya Sankar,46,1,1,3,2
1495,1495,Vasudha Ranganathan,54,4,2,1,1
1496,1496,Barkha Patla,37,6,1,5,1
1497,1497,Ishani Amble,69,5,1,4,2
1498,1498,Ekani Dutt,44,3,1,4,2
1499,1499,Balendra Viswanathan,42,5,2,5,2
1500,1500,Bhavani Bava,36,3,6,1,2
1501,1501,Dev Walia,37,3,2,2,2
1502,1502,Abhiram Kaul,42,4,2,3,2
1503,1503,Aarini Sheth,25,7,6,3,2
1504,1504,Anjali Ganguly,60,2,5,2,2
1505,1505,Zaid Chanda,25,4,4,3,1
1506,1506,Kritika Apte,22,8,1,4,2
1507,1507,Liam Dhingra,57,2,4,5,1
1508,1508,Charles Kara,31,5,3,1,1
1509,1509,Falak Rajan,55,5,3,1,2
1510,1510,Advika Kumer,50,1,6,1,2
1511,1511,Bishakha Dora,51,6,4,2,2
1512,1512,George Wable,28,8,2,5,1
1513,1513,Vrishti Batta,33,4,6,5,2
1514,1514,Vritti Bassi,44,7,3,5,1
1515,1515,Gauri Deo,64,4,4,3,2
1516,1516,Timothy Baria,69,1,3,3,2
1517,1517,Barkha Sekhon,47,1,6,2,1
1518,1518,Gagan Gola,60,8,5,3,1
1519,1519,Omya Dhingra,58,5,3,5,2
1520,1520,Dipta Chowdhury,18,2,4,1,2
1521,1521,Leela Setty,50,5,1,3,1
1522,1522,Daksh Sathe,34,6,1,1,2
1523,1523,Ganga Choudhry,25,4,1,5,1
1524,1524,Udarsh Saha,42,1,4,1,2
1525,1525,Jagdish Ravi,65,3,3,4,1
1526,1526,Ridhi Bhat,33,4,6,5,2
1527,1527,Girindra Tak,34,4,1,4,2
1528,1528,Yug Borah,33,8,4,5,1
1529,1529,Charita Bassi,70,2,5,3,1
1530,1530,Abeer Lal,28,3,2,5,2
1531,1531,Jairaj Sarin,68,3,3,2,2
1532,1532,Hemangini Viswanathan,20,6,6,5,2
1533,1533,Nandini Mohan,41,8,1,2,1
1534,1534,Barkha Wali,60,4,2,1,2
1535,1535,Isaiah Suri,49,1,1,1,1
1536,1536,William Prakash,64,2,6,4,1
1537,1537,Aachal Sandhu,21,2,6,3,1
1538,1538,Faraj Korpal,62,8,2,1,1
1539,1539,Aradhana Swaminathan,52,8,6,4,1
1540,1540,Jyoti Das,45,6,2,4,2
1541,1541,Ridhi Sharma,60,7,1,5,1
1542,1542,Farhan Shanker,62,5,6,1,1
1543,1543,Indira Balay,63,5,2,2,2
1544,1544,Shravya Pandey,26,4,6,4,2
1545,1545,Darpan Bir,70,1,2,1,1
1546,1546,Ekavir Tiwari,49,7,5,1,2
1547,1547,Gaurav Nair,69,8,3,3,1
1548,1548,Chatresh Chanda,61,2,3,1,1
1549,1549,Zashil Ramachandran,21,6,4,1,1
1550,1550,Aashi Sodhi,52,7,6,1,1
1551,1551,Aashi Chada,30,5,1,5,2
1552,1552,Geetika Sarin,43,2,6,1,1
1553,1553,Logan Vasa,29,8,2,4,1
1554,1554,Harshil Mandal,66,3,4,4,1
1555,1555,Ranveer Dara,65,8,5,2,1
1556,1556,Damyanti Sarin,39,7,1,2,2
1557,1557,Lekha Shankar,47,7,6,1,1
1558,1558,Warinder Mann,22,1,1,2,2
1559,1559,Finn Kibe,60,5,5,5,1
1560,1560,Deepa Desai,53,5,1,5,2
1561,1561,Tejas Banik,23,4,6,2,2
1562,1562,Qasim Kanda,50,6,3,4,1
1563,1563,Tanmayi Kashyap,31,3,6,5,2
1564,1564,Dakshesh Pal,18,6,5,4,2
1565,1565,Oeshi Dass,70,7,6,4,1
1566,1566,Ati Parmer,62,4,5,4,1
1567,1567,Sathvik Pandya,28,5,6,5,2
1568,1568,Veer Ratti,60,5,3,1,1
1569,1569,Yadavi Shukla,38,4,2,3,2
1570,1570,Ekaja Dewan,39,6,4,3,2
1571,1571,William Cheema,29,4,1,1,2
1572,1572,Omisha Mishra,42,5,1,4,1
1573,1573,Upma Walia,36,4,2,3,1
1574,1574,Warhi Kumer,60,7,1,4,2
1575,1575,Advik Master,23,6,4,2,1
1576,1576,Pallavi Shetty,62,2,4,3,2
1577,1577,Tanay Yadav,65,6,4,4,2
1578,1578,Umang Barad,69,8,6,1,2
1579,1579,Udant Mand,29,7,1,3,1
1580,1580,Reyansh Cherian,52,4,5,4,1
1581,1581,Nirja Kari,30,1,4,2,2
1582,1582,Ekaja Loke,56,3,4,5,1
1583,1583,Balvan Shah,43,7,2,4,1
1584,1584,Neha Cherian,21,2,3,1,1
1585,1585,Aarini Mahajan,45,1,4,5,1
1586,1586,Xavier Dugar,35,6,6,4,1
1587,1587,Vasudha Kunda,46,4,1,5,1
1588,1588,Bhanumati Sibal,55,3,1,1,2
1589,1589,Yug Chacko,35,4,5,3,1
1590,1590,Rudra Dubey,59,5,6,5,1
1591,1591,Aarna Chopra,58,5,6,2,1
1592,1592,Alka Gade,34,2,3,5,1
1593,1593,Lucky Sachdev,46,5,6,1,1
1594,1594,Robert Palan,57,5,3,1,2
1595,1595,Gayathri Bala,35,8,6,2,1
1596,1596,Zehaan Mangal,30,1,5,4,1
1597,1597,Yasti Deshmukh,52,8,3,2,2
1598,1598,Logan Dara,31,3,6,3,1
1599,1599,Caleb Chanda,48,7,3,3,1
1600,1600,Daniel Kashyap,58,7,4,1,1
1601,1601,Prisha Chana,62,6,6,4,1
1602,1602,Ati Bajwa,68,5,1,4,2
1603,1603,Anika Balasubramanian,68,4,4,4,1
1604,1604,Jason Babu,36,3,1,3,2
1605,1605,Samuel Kade,64,4,2,5,1
1606,1606,Hemangini Dar,44,1,4,1,1
1607,1607,Isaac Bal,54,8,6,1,1
1608,1608,Unni Sengupta,50,8,1,4,2
1609,1609,Nisha Badami,66,1,2,3,2
1610,1610,Shaurya Borra,64,2,3,3,2
1611,1611,Barkha Bhavsar,47,3,6,2,1
1612,1612,Ikshita Varty,50,4,4,1,2
1613,1613,Bishakha Ramaswamy,62,8,4,2,1
1614,1614,Ekiya Batra,60,1,1,2,1
1615,1615,Bhavini Chhabra,25,6,5,1,2
1616,1616,Pushti Mann,55,2,3,5,1
1617,1617,Raagini Lata,57,1,3,2,1
1618,1618,Lopa Padmanabhan,41,6,4,4,1
1619,1619,Veda Goyal,56,1,1,5,2
1620,1620,Lipika Rai,29,3,4,4,2
1621,1621,Amara Sawhney,70,1,5,1,2
1622,1622,Yug Saxena,25,1,2,3,1
1623,1623,Yahvi Shanker,20,3,2,1,1
1624,1624,Kavya Thaker,27,2,3,2,2
1625,1625,Ikbal Thakur,53,2,4,5,1
1626,1626,Akshay Shenoy,40,5,5,2,1
1627,1627,Ladli Ramakrishnan,49,1,2,5,1
1628,1628,Meera Batra,24,4,1,1,2
1629,1629,Ekavir Swaminathan,40,7,3,5,2
1630,1630,Maanas Sidhu,38,6,4,2,1
1631,1631,Anya Banerjee,70,5,5,2,2
1632,1632,Ikbal Choudhury,55,5,3,3,1
1633,1633,Falan Malhotra,56,8,6,4,2
1634,1634,Ikshita Ranganathan,46,1,6,1,2
1635,1635,Lohit Narain,42,5,5,5,2
1636,1636,Maya Yadav,49,3,6,5,1
1637,1637,Karan Talwar,49,7,1,2,2
1638,1638,Lavanya Garg,51,4,3,3,1
1639,1639,Nikita Kalla,50,4,2,1,1
1640,1640,Chatresh Talwar,53,4,2,2,1
1641,1641,Jyoti Atwal,20,6,4,1,2
1642,1642,Alka Madan,66,1,6,2,2
1643,1643,Thomas Suri,69,5,5,5,2
1644,1644,Geetika Nagi,56,5,5,4,1
1645,1645,Ekapad Pal,27,4,5,4,2
1646,1646,Bhavna Sekhon,47,4,1,1,2
1647,1647,Manbir Sathe,49,3,6,5,1
1648,1648,Bahadurjit Raman,47,7,4,2,1
1649,1649,Zayan Kade,41,1,5,3,2
1650,1650,Naksh Shenoy,33,7,2,5,1
1651,1651,Tejas Baral,66,3,2,4,2
1652,1652,Bhanumati Rau,54,4,6,5,1
1653,1653,Kritika Pandya,54,3,4,3,1
1654,1654,Hritik Tata,65,2,2,4,1
1655,1655,Logan Chakrabarti,47,1,6,1,1
1656,1656,Jyoti Hora,65,1,4,4,2
1657,1657,Praneel Dhar,69,6,6,4,2
1658,1658,Michael Ganesan,58,8,1,4,1
1659,1659,Falguni Hora,55,5,5,2,2
1660,1660,Raagini Ramanathan,32,5,1,5,1
1661,1661,Prisha Gandhi,53,2,3,5,1
1662,1662,Vinaya Konda,51,3,2,3,2
1663,1663,Unni Goel,44,5,6,4,1
1664,1664,Omkaar Magar,45,2,5,3,1
1665,1665,Champak Zachariah,51,5,1,5,1
1666,1666,Samar Tak,25,2,3,2,1
1667,1667,Pranit Balasubramanian,68,5,2,2,2
1668,1668,Chakradev Goswami,21,2,1,4,1
1669,1669,Akshay Amble,41,6,2,3,1
1670,1670,Kashish Bora,54,3,5,2,1
1671,1671,Lohit Walia,25,6,3,4,1
1672,1672,Vivaan Dewan,45,2,2,1,1
1673,1673,Brijesh Gade,42,4,5,3,2
1674,1674,Avi Chaudhuri,52,1,6,4,2
1675,1675,Gauri Gulati,56,8,3,2,2
1676,1676,Chandani Chacko,51,5,5,2,2
1677,1677,Ayaan Sem,37,2,3,2,1
1678,1678,Bishakha Sachar,63,7,6,4,1
1679,1679,Anjali Menon,55,3,4,5,1
1680,1680,Warinder De,37,4,1,2,1
1681,1681,Devansh Bhatti,19,5,5,1,2
1682,1682,Aryan Morar,69,8,5,5,1
1683,1683,Anusha Nayak,22,7,2,4,2
1684,1684,Veda Barad,47,4,1,4,2
1685,1685,Kai Dua,70,8,2,4,1
1686,1686,Ira Gopal,64,3,6,4,1
1687,1687,Tara Garg,28,7,6,4,2
1688,1688,Leena Mangat,63,5,5,4,1
1689,1689,Sudiksha Ravel,34,1,4,5,1
1690,1690,Nirja Samra,29,5,1,4,1
1691,1691,Nandini Garg,49,5,1,3,2
1692,1692,Bina Din,39,7,4,5,1
1693,1693,Kritika Khanna,66,6,4,3,1
1694,1694,Oscar Kulkarni,23,3,6,1,1
1695,1695,Jagdish Lal,68,5,1,1,1
1696,1696,Ekta Hegde,26,8,4,3,2
1697,1697,Pavani Salvi,66,8,3,2,2
1698,1698,Amaira Sarma,34,3,1,2,1
1699,1699,Kiaan Chowdhury,55,6,5,5,1
1700,1700,Bhavika Chad,60,2,1,4,1
1701,1701,Anjali Shan,68,5,5,3,1
1702,1702,Madhavi Sawhney,21,7,3,2,1
1703,1703,Tejas Mahajan,23,8,4,1,2
1704,1704,Kiaan Wali,57,6,3,1,1
1705,1705,Gagan Bhandari,27,2,5,1,2
1706,1706,Hemang Vyas,29,1,4,3,2
1707,1707,Upma Setty,62,2,5,3,2
1708,1708,Ganga Mannan,63,4,2,3,1
1709,1709,Zansi Nori,65,6,5,3,1
1710,1710,Timothy Oak,58,4,2,1,1
1711,1711,Devika De,39,2,3,2,1
1712,1712,Nikita Bose,44,3,6,5,1
1713,1713,Bhavini Chaudry,50,3,2,2,2
1714,1714,Charvi Krish,70,3,5,1,1
1715,1715,Odika Tara,43,5,3,1,2
1716,1716,Zashil Jaggi,26,6,6,2,1
1717,1717,Rehaan Krish,59,6,5,2,2
1718,1718,Arin Dhar,62,5,6,4,1
1719,1719,Osha Mangal,62,2,2,4,2
1720,1720,Jalsa Tripathi,21,1,2,4,1
1721,1721,Chaaya Misra,50,4,6,4,1
1722,1722,Vinaya Pal,31,1,5,1,2
1723,1723,Dayita Bose,44,6,6,4,2
1724,1724,Odika Chaudhari,42,5,3,3,1
1725,1725,Hemani Mani,42,8,4,1,2
1726,1726,Idika Parmer,43,2,5,5,1
1727,1727,William Rama,45,4,6,5,1
1728,1728,Falan Vaidya,59,3,4,2,2
1729,1729,Devika Rama,60,3,3,5,2
1730,1730,Dalbir Palan,53,6,6,4,1
1731,1731,Nidra Anne,64,6,6,2,2
1732,1732,Advik Sachdev,42,7,2,1,2
1733,1733,Dhruv Agarwal,46,7,6,5,1
1734,1734,Andrew Kamdar,46,1,4,3,1
1735,1735,Veer Om,69,4,5,2,2
1736,1736,Liam Bhavsar,59,8,2,2,1
1737,1737,Yatin Dutt,51,1,3,5,2
1738,1738,Tejas Pai,31,4,6,4,2
1739,1739,Champak Krish,47,8,2,1,1
1740,1740,Aayush Borah,53,6,6,5,2
1741,1741,Mugdha Chad,55,4,3,3,2
1742,1742,Falak Luthra,59,3,4,1,2
1743,1743,Nimrat Rana,50,2,1,3,1
1744,1744,Leela Aurora,18,8,3,4,2
1745,1745,Victor Rout,34,3,5,3,2
1746,1746,Meghana Sood,39,4,6,3,2
1747,1747,Aadi Sharma,37,1,6,5,2
1748,1748,Abha Raman,50,6,1,2,2
