EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
673,28,1030,1,3,KGID100673,Warhi,1988-11-02,2,2,0,2014-09-02
674,24,897,2,3,KGID100674,Lakshmi,1969-02-23,1,8,0,2025-07-21
675,11,451,1,2,KGID100675,Omaja,1994-04-09,2,3,0,2008-07-09
676,20,765,5,1,KGID100676,Qarin,1981-06-08,1,2,0,2017-02-24
677,22,808,2,1,KGID100677,Umang,1993-03-16,2,4,0,2012-12-01
678,18,705,1,3,KGID100678,Ubika,1977-10-11,1,3,0,2023-03-19
679,12,518,1,1,KGID100679,Omaja,1998-08-28,1,8,0,2012-11-10
680,4,150,1,1,KGID100680,Xavier,1986-07-02,2,2,0,2010-10-31
681,27,998,5,2,KGID100681,Farhan,1976-03-22,1,4,0,2020-11-12
682,3,143,5,2,KGID100682,George,1998-11-29,2,8,0,2021-02-12
683,16,627,3,1,KGID100683,Charan,1985-10-07,2,6,0,2022-10-28
684,8,346,1,1,KGID100684,Balveer,1976-09-06,1,7,0,2023-04-08
685,19,737,1,3,KGID100685,Teerth,1997-04-04,2,8,0,2002-10-28
686,19,735,4,2,KGID100686,Gaurangi,1983-11-08,1,3,0,2023-09-22
687,4,168,4,1,KGID100687,Siddharth,1977-11-11,1,5,0,2024-10-28
688,4,157,3,1,KGID100688,Jacob,1999-06-02,1,7,0,2024-05-31
689,11,436,5,3,KGID100689,Xavier,1992-12-12,2,8,0,2019-11-26
690,6,305,2,1,KGID100690,Mekhala,1991-03-16,2,3,0,2019-01-13
691,29,1046,1,2,KGID100691,Barkha,1998-09-01,1,4,0,2012-07-24
692,7,340,4,1,KGID100692,Jagrati,1980-06-30,2,3,0,2020-06-03
693,6,300,3,2,KGID100693,Widisha,1978-01-15,2,1,0,2019-10-16
694,27,999,1,2,KGID100694,Upasna,1983-05-26,2,4,0,2022-10-16
695,10,424,2,2,KGID100695,Samar,1993-06-13,2,8,0,2009-03-28
696,3,96,1,3,KGID100696,Timothy,1980-02-27,2,2,0,2019-02-08
697,30,1068,3,2,KGID100697,Omisha,1992-10-03,2,3,0,2002-12-05
698,20,776,2,3,KGID100698,Victor,1977-08-03,1,5,0,2019-02-14
699,11,457,2,2,KGID100699,Xalak,1980-06-20,2,8,0,2023-09-20
700,1,14,2,1,KGID100700,Geetika,1986-04-11,2,3,0,2024-08-03
701,29,1054,3,1,KGID100701,Vritti,1976-04-20,1,3,0,2024-04-20
702,5,243,3,2,KGID100702,Indira,1983-03-23,2,2,0,2021-10-23
703,27,981,2,3,KGID100703,Vrinda,1973-04-23,1,7,0,2024-06-07
704,3,89,1,3,KGID100704,Daniel,1973-10-23,1,3,0,2025-02-09
705,2,81,4,1,KGID100705,Falan,1985-05-14,1,3,0,2022-12-23
706,8,369,2,2,KGID100706,Abeer,1999-09-10,1,5,0,2015-08-07
707,11,444,2,2,KGID100707,Vihaan,1981-07-29,2,3,0,2023-08-30
708,22,842,3,3,KGID100708,Tejas,1969-11-12,1,5,0,2025-07-21
709,18,702,5,3,KGID100709,Vasudha,1984-09-30,1,4,0,2016-02-25
710,5,271,1,1,KGID100710,Nisha,1989-12-20,2,3,0,2005-11-12
711,8,364,2,3,KGID100711,Anvi,1967-12-16,1,2,0,2025-07-21
712,5,267,5,3,KGID100712,Yadavi,1985-10-08,1,7,0,2014-02-20
713,20,759,4,3,KGID100713,Praneel,1995-03-15,2,4,0,2017-01-28
714,27,988,4,2,KGID100714,Manthan,1971-03-12,2,2,0,2023-09-30
715,13,522,2,1,KGID100715,Zayyan,1975-09-30,1,5,0,2023-04-09
716,31,1114,2,1,KGID100716,Mekhala,1995-04-10,1,1,0,2006-07-03
717,5,242,2,2,KGID100717,Tripti,1970-03-29,1,6,0,2025-07-06
718,5,219,1,3,KGID100718,Upkaar,1986-10-06,2,5,0,2025-05-21
719,23,868,2,3,KGID100719,Faris,1977-10-02,2,7,0,2024-03-05
720,22,847,2,3,KGID100720,Azad,1989-10-12,2,3,0,2022-09-19
721,27,991,1,2,KGID100721,Vamakshi,1970-09-25,2,7,0,2024-12-06
722,5,244,3,2,KGID100722,Onveer,1969-06-17,1,2,0,2025-07-21
723,22,821,4,3,KGID100723,Garima,1970-05-13,1,3,0,2025-05-25
724,1,11,4,1,KGID100724,Girish,1986-10-17,2,7,0,2023-02-20
725,13,539,1,1,KGID100725,Victor,1997-12-23,1,7,0,2023-04-16
726,22,821,3,3,KGID100726,Vaishnavi,1974-09-28,2,1,0,2024-11-22
727,8,359,3,2,KGID100727,Avni,1976-10-08,1,4,0,2025-01-08
728,29,1062,1,1,KGID100728,Bachittar,1998-02-17,1,3,0,2012-11-22
729,19,737,1,1,KGID100729,Amol,1973-08-26,1,2,1,2024-12-14
730,22,819,2,2,KGID100730,Mitali,2000-03-30,2,4,0,2012-10-01
731,3,141,5,3,KGID100731,Wridesh,1999-02-19,2,6,0,2004-07-13
732,14,567,1,1,KGID100732,Garima,1986-10-27,2,7,0,2022-12-29
733,13,535,1,3,KGID100733,Farhan,1980-08-08,1,2,0,2022-09-09
734,18,697,5,3,KGID100734,Chatresh,1984-07-31,2,5,0,2025-03-02
735,20,773,2,1,KGID100735,Faqid,1970-11-16,2,8,0,2024-10-13
736,2,57,2,2,KGID100736,Mekhala,1979-02-18,1,7,0,2023-03-30
737,11,452,3,1,KGID100737,Anjali,2000-07-01,2,7,0,2004-09-02
738,29,1058,2,3,KGID100738,Vedant,1994-03-12,2,4,0,2011-10-25
739,22,818,3,2,KGID100739,Rachana,1979-08-26,1,3,0,2024-12-18
740,19,725,1,3,KGID100740,Lajita,1973-11-13,2,3,0,2023-11-23
741,9,390,2,1,KGID100741,Yatin,1970-06-20,1,4,0,2025-03-03
742,10,424,1,1,KGID100742,Mitesh,1991-10-20,2,3,0,2005-05-11
743,5,246,5,3,KGID100743,Mitesh,1980-06-22,2,1,0,2023-03-05
744,31,1109,5,2,KGID100744,Hredhaan,1992-09-13,2,6,0,2009-11-02
745,14,563,2,3,KGID100745,Sai,1970-08-31,2,7,0,2025-06-30
746,5,263,1,2,KGID100746,Kevin,1979-10-16,2,1,0,2018-04-02
747,21,807,4,1,KGID100747,Yauvani,1970-07-10,2,2,0,2024-12-25
748,25,943,1,1,KGID100748,Irya,1981-06-05,1,4,0,2013-11-13
749,5,207,1,3,KGID100749,Ekta,1986-05-25,2,3,0,2018-09-13
750,11,486,1,3,KGID100750,Odika,1996-12-02,2,6,0,1998-11-20
751,23,869,1,3,KGID100751,Xavier,1980-09-27,2,6,0,2015-06-27
752,14,573,2,3,KGID100752,Lajita,1987-01-01,1,4,0,2010-08-09
753,14,553,4,3,KGID100753,Amrita,1973-04-26,2,7,0,2022-08-17
754,6,307,2,1,KGID100754,Radhika,1984-04-27,1,7,0,2011-07-03
755,29,1059,2,2,KGID100755,Faraj,1976-12-08,2,5,0,2020-08-26
756,3,98,2,3,KGID100756,Warhi,1979-10-31,1,1,0,2024-12-29
757,13,521,2,3,KGID100757,Hredhaan,1987-09-29,1,8,0,2011-01-27
758,13,533,2,3,KGID100758,Meghana,1972-02-28,2,6,0,2022-07-29
759,5,249,2,3,KGID100759,Forum,1978-11-06,1,3,1,2022-02-18
760,15,583,2,3,KGID100760,Laban,1982-07-10,2,8,0,2018-02-24
761,21,781,3,2,KGID100761,Sai,1977-10-08,1,3,0,2022-05-18
762,17,691,2,3,KGID100762,Mitali,1983-11-03,2,2,0,2014-01-15
763,18,704,1,2,KGID100763,Vritti,2000-06-28,2,5,0,2003-08-03
764,22,810,1,2,KGID100764,Eshana,2000-06-16,2,8,0,2018-10-17
765,9,377,4,1,KGID100765,Maya,1980-05-04,1,5,0,2023-07-14
766,4,164,1,2,KGID100766,Ryan,1979-12-19,1,2,0,2024-11-14
767,26,970,2,1,KGID100767,Avi,1987-09-09,2,2,0,2017-05-16
768,7,319,1,2,KGID100768,Shaurya,1999-12-16,2,4,0,2009-05-26
769,15,582,2,1,KGID100769,Ekapad,1982-06-18,1,3,0,2016-05-04
770,19,731,4,2,KGID100770,Nilima,1995-05-26,2,8,1,2020-03-28
771,31,1108,5,3,KGID100771,Chavvi,1990-06-08,2,3,0,2007-06-23
772,31,1105,1,3,KGID100772,Pallavi,1975-10-13,2,7,0,2023-07-04
773,30,1094,1,2,KGID100773,Varenya,1994-05-20,2,4,0,2002-05-27
774,24,905,1,2,KGID100774,Omya,1987-05-08,2,3,0,2017-03-03
775,1,1,2,1,KGID100775,Jagvi,1986-01-14,2,5,0,2021-12-29
776,1,18,3,2,KGID100776,Frederick,1991-05-30,2,5,0,2021-06-03
777,23,882,4,3,KGID100777,Isha,1971-04-10,1,1,0,2024-01-19
778,9,387,2,3,KGID100778,Mugdha,1973-03-17,2,7,0,2024-01-02
779,21,799,4,1,KGID100779,Qushi,2000-06-04,2,2,0,2004-10-31
780,12,491,2,3,KGID100780,Tristan,1971-02-26,2,5,0,2023-10-01
781,30,1090,4,2,KGID100781,Timothy,1984-12-01,1,2,0,2018-05-02
782,15,594,1,2,KGID100782,Xiti,1982-09-17,2,5,0,2017-08-21
783,27,1008,1,1,KGID100783,Vasudha,1972-09-05,1,1,0,2025-07-18
784,2,46,1,1,KGID100784,Frederick,1971-02-09,2,5,0,2024-05-20
785,24,898,3,1,KGID100785,Lucky,1971-07-02,1,3,0,2025-06-07
786,11,445,1,2,KGID100786,Samuel,1979-05-25,2,6,0,2018-12-25
787,2,65,1,1,KGID100787,Gunbir,1985-04-09,1,5,0,2015-02-15
788,4,147,2,1,KGID100788,Eiravati,1982-06-14,1,5,0,2021-08-11
789,1,26,1,3,KGID100789,Ishwar,1969-11-02,1,7,0,2025-07-21
790,24,908,1,1,KGID100790,Ikbal,1968-04-27,1,8,0,2025-07-21
791,5,193,2,1,KGID100791,Yagnesh,1990-07-30,2,7,0,2008-01-02
792,17,640,5,1,KGID100792,Ganga,1985-02-05,1,2,0,2018-05-20
793,16,612,1,1,KGID100793,Vincent,1986-08-03,1,2,0,2024-11-05
794,23,890,1,1,KGID100794,Quincy,1994-09-05,2,2,0,2016-04-18
795,12,498,1,1,KGID100795,Ayush,1989-05-01,2,3,0,2014-03-12
796,5,184,1,2,KGID100796,Shivani,1992-08-16,1,6,0,2022-11-12
797,3,123,1,3,KGID100797,Tanish,1987-09-09,1,2,0,2014-07-21
798,11,477,1,3,KGID100798,Dev,1974-07-20,2,8,0,2024-04-24
799,2,44,3,2,KGID100799,Rachit,1987-03-09,1,5,0,2021-12-10
800,27,994,3,3,KGID100800,Ishaan,1979-12-28,2,8,0,2017-07-10
801,9,383,2,2,KGID100801,Dhriti,1976-06-22,2,5,0,2024-08-03
802,7,329,1,1,KGID100802,Ishaan,1987-11-07,2,5,0,2018-07-22
803,31,1110,2,1,KGID100803,Orinder,1979-05-20,2,3,0,2024-01-03
804,19,746,4,1,KGID100804,Chameli,1995-03-22,2,2,0,2017-11-28
805,31,1104,4,1,KGID100805,Krish,1998-10-16,2,3,0,2013-09-01
806,17,661,2,2,KGID100806,Jackson,1978-03-15,1,2,0,2018-09-13
807,3,137,1,1,KGID100807,Yasti,1973-10-11,1,1,0,2024-04-29
808,27,995,1,1,KGID100808,Leela,1980-10-05,2,8,0,2021-02-10
809,13,525,1,1,KGID100809,Oscar,1981-12-08,1,1,0,2019-05-24
810,10,428,3,1,KGID100810,Logan,1986-06-03,2,1,0,2016-11-16
811,22,852,4,3,KGID100811,Chatresh,1973-11-30,1,5,0,2024-12-02
812,4,145,4,1,KGID100812,Vedhika,1996-12-24,1,2,0,2024-04-02
813,11,474,2,1,KGID100813,Yashasvi,1972-03-12,1,4,0,2024-12-30
814,8,367,2,3,KGID100814,Vyanjana,1989-10-04,2,2,0,2013-09-25
815,19,734,3,3,KGID100815,Vrinda,1981-09-07,2,2,0,2023-08-19
816,8,370,2,3,KGID100816,Thomas,1973-03-29,2,3,0,2023-10-25
817,24,908,5,2,KGID100817,Bhavya,1977-06-26,2,6,0,2019-10-02
818,23,882,4,2,KGID100818,Warhi,1973-04-09,1,4,0,2023-05-20
819,13,521,2,2,KGID100819,Ishaan,1986-03-31,2,7,0,2010-06-23
820,2,71,6,3,KGID100820,Jeevika,1976-08-29,1,3,1,2022-05-10
821,16,619,1,1,KGID100821,Ridhi,1985-12-25,1,6,0,2021-08-29
822,14,566,5,3,KGID100822,Harsh,1986-02-17,1,2,0,2025-05-18
823,19,729,1,2,KGID100823,Yug,1992-07-30,2,4,0,2017-08-02
824,16,616,1,2,KGID100824,Shivani,1977-09-04,1,2,0,2025-07-18
825,27,989,1,3,KGID100825,Gagan,1976-06-27,1,5,0,2024-08-02
826,21,782,1,1,KGID100826,Warjas,1982-06-25,2,6,0,2025-06-22
827,23,890,2,1,KGID100827,Indali,1974-09-09,1,1,0,2024-03-28
828,21,784,1,3,KGID100828,Priya,1996-10-30,1,6,0,2015-01-11
829,6,307,1,3,KGID100829,Samuel,1973-03-13,1,3,0,2022-02-09
830,21,805,6,3,KGID100830,Indali,1995-03-20,1,4,0,2020-06-29
831,22,808,1,2,KGID100831,Om,1985-08-26,1,8,0,2019-02-07
832,3,101,2,2,KGID100832,Bimala,1978-07-23,1,7,0,2022-11-21
833,5,268,4,2,KGID100833,Yoshita,1987-01-10,1,8,0,2024-09-11
834,9,402,2,3,KGID100834,Girish,2001-01-22,1,4,0,2015-04-16
835,23,881,1,3,KGID100835,Nisha,1972-02-29,1,2,0,2024-10-20
836,23,868,2,1,KGID100836,Jonathan,1998-10-17,2,6,0,2025-05-02
837,2,50,4,1,KGID100837,Madhav,1991-05-28,2,8,0,2006-06-22
838,24,903,1,1,KGID100838,Maya,1991-09-28,1,6,0,2021-10-11
839,5,176,1,1,KGID100839,Amruta,1984-03-12,1,3,0,2019-03-20
840,15,590,1,3,KGID100840,Faqid,1988-11-24,1,5,0,2013-09-06
841,2,47,1,3,KGID100841,Girik,1989-02-05,1,4,0,2023-02-26
842,13,530,2,3,KGID100842,Jyoti,1981-04-02,1,1,0,2022-07-20
843,30,1079,1,1,KGID100843,Aarnav,1983-01-05,1,5,0,2018-05-21
844,14,556,1,3,KGID100844,Girik,1997-02-04,1,2,0,2021-04-10
845,14,556,3,3,KGID100845,Ishita,1992-05-28,2,2,0,2013-02-04
846,21,792,1,2,KGID100846,Mitali,1996-06-16,1,6,0,2020-01-14
847,30,1089,1,1,KGID100847,Siddharth,1974-12-17,2,1,0,2022-09-13
848,30,1085,1,2,KGID100848,Bhanumati,1984-05-16,2,3,0,2015-05-25
849,19,721,2,2,KGID100849,Vedhika,1979-01-14,1,5,0,2021-05-01
850,13,528,4,1,KGID100850,Chanakya,1994-05-10,2,4,0,2022-11-27
851,21,805,3,1,KGID100851,Tripti,1969-02-11,2,4,0,2025-07-21
852,6,313,2,2,KGID100852,Nakul,1968-02-09,2,8,0,2025-07-21
853,10,424,3,3,KGID100853,Priya,1982-07-23,1,3,0,2012-07-24
854,30,1073,5,2,KGID100854,Kevin,1974-06-07,1,3,0,2023-12-30
855,30,1092,5,1,KGID100855,Anusha,1997-07-19,1,6,0,2006-01-02
856,6,299,3,2,KGID100856,Fitan,1970-09-23,2,7,0,2024-11-29
857,14,561,1,1,KGID100857,Noah,1980-03-12,1,3,0,2024-06-29
858,13,547,3,3,KGID100858,Vivaan,1969-04-25,1,4,0,2025-07-21
859,2,54,2,3,KGID100859,Girish,1982-02-23,2,3,0,2013-09-27
860,26,961,3,2,KGID100860,Kevin,1967-08-04,1,7,0,2025-07-21
861,5,282,1,1,KGID100861,Sai,1987-09-27,1,7,0,2016-11-25
862,2,31,5,2,KGID100862,Jai,1967-11-14,1,4,0,2025-07-21
863,3,136,1,2,KGID100863,Kevin,2001-02-24,2,6,0,2007-01-25
864,12,506,2,1,KGID100864,Gaurav,1983-10-18,2,6,0,2014-10-04
865,31,1099,2,3,KGID100865,Dhriti,1992-05-26,1,2,0,2004-11-28
866,3,87,4,1,KGID100866,Lavanya,1980-01-19,2,1,0,2017-11-05
867,29,1058,4,1,KGID100867,Kiaan,1993-11-07,1,5,0,2019-08-18
868,16,624,4,2,KGID100868,Ekapad,1989-05-14,2,3,0,2019-02-04
869,3,112,3,1,KGID100869,Nitesh,1985-08-04,2,8,0,2009-09-08
870,28,1026,1,3,KGID100870,Max,1982-07-08,1,7,0,2021-12-11
871,25,924,1,2,KGID100871,Saanvi,1998-10-31,1,8,0,2014-06-02
872,17,664,3,3,KGID100872,Harish,1996-10-16,1,2,0,2000-11-22
873,24,921,3,1,KGID100873,Leena,1972-04-24,2,3,0,2022-12-03
874,21,780,1,1,KGID100874,Logan,1979-07-04,2,3,0,2019-11-06
875,6,297,1,3,KGID100875,Yuvraj,1975-12-24,1,7,0,2023-06-03
876,24,914,1,1,KGID100876,Bhavani,1986-05-15,1,3,0,2018-10-02
877,1,8,3,2,KGID100877,Charvi,1994-01-15,1,8,0,2017-10-24
878,28,1022,2,1,KGID100878,Ranbir,1974-07-16,2,4,0,2023-08-03
879,26,975,2,2,KGID100879,Chatura,1992-12-24,1,1,0,2009-05-08
880,31,1121,1,3,KGID100880,Wriddhish,1994-03-16,1,1,0,2020-05-24
881,3,113,3,1,KGID100881,Xalak,1984-05-19,1,1,0,2012-03-30
882,16,612,1,1,KGID100882,Advik,1989-04-01,1,2,0,2006-12-21
883,8,366,1,2,KGID100883,Kevin,2001-02-09,1,8,0,2023-06-09
884,19,738,5,1,KGID100884,Osha,1980-09-15,2,6,0,2023-10-13
885,20,777,4,2,KGID100885,Urishilla,1979-12-24,1,5,0,2022-05-20
886,5,250,3,2,KGID100886,Anay,2000-01-03,2,7,0,2018-06-08
887,10,429,3,1,KGID100887,Tanveer,1987-07-11,1,8,0,2007-10-20
888,15,589,2,2,KGID100888,Mitali,1968-11-27,2,6,0,2025-07-21
889,28,1017,2,3,KGID100889,Yachana,1984-10-11,2,8,0,2019-12-25
890,11,477,3,1,KGID100890,Neelima,1993-08-20,1,2,0,2011-09-20
891,5,242,3,1,KGID100891,Michael,1970-05-10,2,7,0,2025-02-01
892,18,717,2,3,KGID100892,Yasti,1976-12-26,1,1,0,2020-09-21
893,15,577,1,1,KGID100893,Nachiket,1998-11-12,2,5,0,2024-10-21
894,17,664,4,1,KGID100894,Dominic,1985-10-16,2,6,0,2015-10-21
895,2,60,4,1,KGID100895,William,1978-02-05,2,6,0,2020-06-28
896,27,982,5,1,KGID100896,Radha,1969-07-10,1,8,0,2025-07-21
897,25,944,4,3,KGID100897,Christopher,1971-07-01,2,8,0,2024-10-10
898,22,848,5,1,KGID100898,Parth,1978-01-26,2,6,0,2023-03-24
899,2,39,1,3,KGID100899,Advay,1971-08-13,2,6,0,2024-12-19
900,6,306,1,1,KGID100900,Zansi,1973-02-14,2,7,0,2025-05-13
901,7,340,2,2,KGID100901,Ojas,1994-03-05,1,2,0,2018-07-28
902,16,632,3,2,KGID100902,Amruta,1980-03-13,1,5,0,2022-10-19
903,28,1018,4,2,KGID100903,Ayushman,1992-06-22,2,5,0,2005-04-08
904,16,620,1,2,KGID100904,Devansh,1978-12-11,1,4,0,2020-06-01
905,24,909,2,2,KGID100905,Faraj,1976-06-29,1,4,0,2025-05-18
906,27,991,3,3,KGID100906,Christopher,1984-06-03,2,6,0,2018-03-20
907,5,202,4,3,KGID100907,Jhalak,1984-07-16,1,4,0,2019-01-21
908,25,941,2,3,KGID100908,Jack,1972-11-25,1,1,0,2024-11-14
909,3,91,3,3,KGID100909,Chaitanya,1975-04-27,1,6,0,2022-08-09
910,3,95,1,3,KGID100910,Chakradhar,1996-10-01,2,1,0,1998-11-20
911,17,640,3,1,KGID100911,Mason,1983-08-05,2,4,0,2016-11-30
912,14,567,2,2,KGID100912,Balendra,1973-08-21,1,5,0,2025-05-24
913,14,561,1,3,KGID100913,Oni,1986-05-09,1,4,0,2024-02-02
914,17,653,1,3,KGID100914,Ekaja,1975-03-10,2,4,0,2021-01-15
915,17,638,3,2,KGID100915,Kashish,1976-10-10,2,1,0,2019-02-06
916,26,965,5,1,KGID100916,Charles,1971-08-12,1,7,0,2024-11-24
917,23,874,2,3,KGID100917,Chakradhar,1973-08-26,2,6,0,2024-10-08
918,10,406,3,3,KGID100918,Udyati,1999-12-29,1,8,0,1997-08-15
919,5,191,4,3,KGID100919,Deepa,1996-12-31,2,2,0,2019-06-09
920,26,954,2,1,KGID100920,Abhiram,1978-09-06,1,5,0,2021-07-13
921,21,803,1,3,KGID100921,Daksha,1980-02-05,2,6,0,2017-10-05
922,2,62,1,1,KGID100922,Jyoti,1992-09-12,2,8,0,2008-02-18
923,8,350,1,2,KGID100923,Rohan,1987-09-03,1,2,0,2016-06-07
924,5,220,1,3,KGID100924,Yatan,1992-06-16,1,5,0,2015-02-15
925,22,821,2,1,KGID100925,Arjun,1972-09-02,1,3,1,2025-05-07
926,21,787,1,1,KGID100926,Aditya,1975-06-23,2,7,0,2021-08-19
927,18,701,2,1,KGID100927,Krisha,1999-11-21,1,2,0,1995-08-07
928,27,997,1,3,KGID100928,Hemang,1996-06-02,2,6,0,2018-03-10
929,24,912,1,2,KGID100929,Oni,1974-07-13,1,2,0,2025-06-20
930,20,777,1,3,KGID100930,Lucky,1984-04-13,1,2,0,2011-06-15
931,5,285,4,3,KGID100931,Vincent,1991-10-02,1,3,0,2005-08-07
932,25,928,2,2,KGID100932,Kashish,1998-01-23,2,4,0,2011-08-17
933,17,649,1,3,KGID100933,Girish,1983-02-21,2,7,0,2022-01-09
934,18,706,6,3,KGID100934,Meera,1984-09-26,1,7,0,2020-02-10
935,15,603,1,3,KGID100935,Radhika,1970-02-05,1,1,0,2025-02-13
936,19,736,1,2,KGID100936,Bishakha,1990-01-28,1,4,0,2007-04-19
937,22,808,3,3,KGID100937,Maya,1976-06-05,2,7,0,2020-10-04
938,31,1117,1,1,KGID100938,Eesha,1991-05-19,2,3,0,2019-09-24
939,21,788,4,2,KGID100939,Samaksh,1982-12-12,2,3,0,2015-08-04
940,5,258,1,1,KGID100940,Ikbal,1972-03-07,1,3,0,2024-11-11
941,27,997,3,1,KGID100941,Unnati,1972-11-02,1,3,0,2023-01-17
942,22,852,4,3,KGID100942,Ishita,1978-03-25,2,3,0,2017-08-21
943,23,869,2,2,KGID100943,Darika,2000-05-08,2,6,0,2000-12-27
944,23,870,3,3,KGID100944,Gautam,1983-04-23,2,4,0,2023-06-27
945,14,552,2,3,KGID100945,Banjeet,1972-11-29,2,1,1,2024-08-11
946,27,990,3,1,KGID100946,Manbir,1974-11-12,2,2,0,2024-11-01
947,30,1079,6,2,KGID100947,Ishani,1970-08-27,2,2,0,2024-10-19
948,5,182,1,3,KGID100948,Chandani,1981-01-09,1,5,0,2014-02-20
949,18,704,2,1,KGID100949,Azaan,1976-05-26,2,8,0,2025-06-27
950,26,961,2,2,KGID100950,Zaid,1999-12-05,2,6,0,2021-03-10
951,15,604,1,1,KGID100951,Logan,1970-10-10,2,5,0,2024-08-27
952,26,970,2,3,KGID100952,Tristan,1971-09-07,1,5,0,2023-09-05
953,2,56,1,1,KGID100953,Kashish,1971-12-31,1,2,0,2025-03-14
954,14,570,1,3,KGID100954,Frado,1990-11-20,2,5,0,2024-03-29
955,2,30,3,3,KGID100955,Falan,1987-05-09,1,3,0,2012-03-18
956,20,758,4,2,KGID100956,Sachi,1968-04-17,1,8,0,2025-07-21
957,30,1081,4,2,KGID100957,Garima,1995-01-26,1,3,0,2001-12-11
958,6,316,4,2,KGID100958,Chandresh,1971-09-20,2,4,0,2025-06-08
959,7,343,1,3,KGID100959,Megha,1973-04-07,2,1,0,2023-11-06
960,5,238,1,2,KGID100960,Pooja,1984-06-03,2,8,0,2016-04-17
961,30,1091,1,3,KGID100961,Rachit,1973-06-06,2,8,0,2022-05-30
962,30,1087,4,1,KGID100962,Manthan,1976-11-25,2,8,0,2021-09-04
963,17,647,5,3,KGID100963,Yatan,1968-09-24,1,2,0,2025-07-21
964,19,725,5,2,KGID100964,Varenya,1989-07-24,2,6,0,2015-07-13
965,5,202,1,3,KGID100965,Laksh,1969-08-17,2,8,0,2025-07-21
966,12,496,3,3,KGID100966,Zaid,1981-10-22,1,6,0,2021-04-06
967,8,369,1,1,KGID100967,Anirudh,1988-12-31,1,2,0,2021-10-17
968,5,201,2,3,KGID100968,Jagrati,2001-03-12,2,6,0,2018-07-29
969,15,581,1,1,KGID100969,Hemangini,1983-11-12,1,2,0,2022-06-29
970,11,445,5,3,KGID100970,Lipika,1998-08-02,1,2,0,2011-02-14
971,5,267,2,3,KGID100971,Theodore,1976-09-30,1,2,0,2018-09-26
972,13,519,1,3,KGID100972,Avni,1968-07-19,1,8,0,2025-07-21
973,14,567,4,3,KGID100973,Ishita,1969-07-18,2,5,0,2025-07-21
974,4,152,1,1,KGID100974,Nathaniel,1993-08-17,2,7,0,2025-07-17
975,3,124,1,2,KGID100975,Amaira,1970-12-16,1,8,0,2025-03-17
976,10,411,3,1,KGID100976,Daksh,1985-09-12,2,2,0,2022-03-18
977,23,884,1,3,KGID100977,Lipika,1993-07-13,1,8,0,2024-04-19
978,5,212,1,1,KGID100978,Oscar,1979-08-14,2,8,0,2023-12-11
979,28,1020,1,3,KGID100979,Jagrati,1973-07-16,1,1,0,2023-12-03
980,13,546,1,2,KGID100980,Indira,1998-08-18,2,1,0,1997-05-15
981,27,1005,2,2,KGID100981,Raghav,1999-10-09,1,4,0,2012-06-17
982,27,988,1,3,KGID100982,Waida,1996-01-01,2,6,0,2020-06-07
983,22,821,1,3,KGID100983,Baljiwan,1985-12-26,1,6,0,2012-05-11
984,18,697,1,2,KGID100984,Theodore,1970-08-15,2,4,0,2024-10-13
985,2,81,5,3,KGID100985,Garima,1968-03-25,1,5,0,2025-07-21
986,5,219,3,2,KGID100986,Kalpit,1998-10-06,2,2,0,2002-05-24
987,24,897,3,1,KGID100987,Ekiya,1979-02-20,1,4,0,2017-04-30
988,11,489,2,1,KGID100988,Lucky,1969-07-30,2,8,0,2025-07-21
989,24,921,5,1,KGID100989,Janya,1993-11-18,1,6,0,2021-11-13
990,3,88,2,1,KGID100990,Meghana,2000-03-19,2,3,0,2006-02-18
991,11,478,5,1,KGID100991,Ekantika,1987-06-24,1,8,0,2013-08-11
992,26,966,5,3,KGID100992,Rajeshri,1972-03-11,1,4,0,2023-01-10
993,5,268,1,3,KGID100993,Edhitha,1994-06-23,1,5,0,2024-07-26
994,5,200,2,1,KGID100994,Ishanvi,1973-06-23,1,2,0,2025-06-05
995,11,452,1,1,KGID100995,Parth,1975-02-22,2,6,0,2023-02-01
996,22,824,1,3,KGID100996,Chaitaly,1980-06-02,1,6,0,2022-08-17
997,11,437,4,3,KGID100997,Mahika,1971-11-19,1,6,0,2025-01-04
998,14,561,1,2,KGID100998,Bachittar,1996-06-24,1,6,0,2019-05-14
999,24,899,1,3,KGID100999,Timothy,1973-09-29,1,3,0,2022-10-28
1000,20,771,4,1,KGID101000,Watika,1989-04-20,2,2,0,2007-08-20
1001,8,368,5,3,KGID101001,Wazir,1972-05-02,2,7,0,2024-10-15
1002,26,975,3,1,KGID101002,Gaurang,1979-05-07,1,5,0,2018-09-30
1003,22,844,1,1,KGID101003,Gautami,1995-06-29,1,3,0,2016-12-21
1004,5,181,3,2,KGID101004,Zaid,1982-09-27,2,7,0,2016-01-01
1005,11,483,1,3,KGID101005,Hritik,1991-02-14,1,6,0,2011-04-07
1006,31,1106,2,2,KGID101006,Raksha,1992-01-18,1,5,0,2003-08-30
1007,5,231,4,3,KGID101007,Odika,1992-06-17,2,8,0,2024-11-03
1008,3,89,1,2,KGID101008,Keya,1984-04-26,2,4,0,2016-03-26
1009,17,685,3,2,KGID101009,Umang,1971-01-01,1,2,0,2024-07-06
