AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
3839,1552,Manya Parsa,21,M,A2
3840,1553,Onkar Bhargava,52,F,A1
3841,1553,Peter Modi,61,F,A2
3842,1553,Onkar Chada,62,F,A3
3843,1554,Abhimanyu Chad,39,F,A1
3844,1554,Yochana Pathak,62,M,A2
3845,1555,Shravya Mittal,43,F,A1
3846,1555,Max Behl,48,M,A2
3847,1556,Rachit Dash,41,M,A1
3848,1557,Atharv Chandran,52,M,A1
3849,1557,Rayaan Bhatia,53,T,A2
3850,1557,Laksh Kalla,63,M,A3
3851,1557,Jagrati Rau,47,T,A4
3852,1558,Manbir Krishnamurthy,21,T,A1
3853,1558,Owen Ramaswamy,37,T,A2
3854,1559,Wyatt Yadav,27,M,A1
3855,1559,Ridhi Baral,17,M,A2
3856,1559,Urvi Rajan,50,T,A3
3857,1560,Falan Baral,30,T,A1
3858,1560,Hamsini Gokhale,45,F,A2
3859,1560,Charles Bahri,22,M,A3
3860,1561,Qadim Sankaran,33,M,A1
3861,1561,Bimala Bhattacharyya,52,M,A2
3862,1561,Sarthak Gokhale,51,F,A3
3863,1561,Radha Kaur,36,F,A4
3864,1562,Tripti Sandhu,16,F,A1
3865,1562,Vanya Baral,33,M,A2
3866,1562,Pranit Kata,39,M,A3
3867,1563,Zaid Muni,27,M,A1
3868,1564,Rudra Pal,56,F,A1
3869,1564,Krishna Thaman,23,T,A2
3870,1565,Jagrati Bora,35,T,A1
3871,1566,Rohan Gulati,42,T,A1
3872,1566,Falak Bhavsar,62,F,A2
3873,1566,Chaitaly Char,55,T,A3
3874,1567,Widisha More,17,F,A1
3875,1567,Hredhaan Karpe,51,F,A2
3876,1568,Wazir Taneja,50,F,A1
3877,1568,Lohit Khalsa,49,M,A2
3878,1568,Krish Saini,55,M,A3
3879,1569,Isaac Dey,29,M,A1
3880,1569,Ridhi Bhatnagar,55,T,A2
3881,1569,Ira Mohanty,24,F,A3
3882,1570,Edhitha Sampath,60,M,A1
3883,1570,Widisha Kalla,65,T,A2
3884,1570,Gagan Mohan,65,F,A3
3885,1571,Avi Keer,48,M,A1
3886,1571,Yashodhara Bahl,25,T,A2
3887,1572,Arjun Chahal,62,T,A1
3888,1572,Chakradev Desai,64,M,A2
3889,1572,Pahal Bhatnagar,38,M,A3
3890,1573,Baghyawati Sridhar,16,F,A1
3891,1573,Shaurya Dave,58,T,A2
3892,1573,Ati Guha,39,F,A3
3893,1574,Nisha Patel,16,F,A1
3894,1574,Chakradev Bail,29,M,A2
3895,1574,Megha Agarwal,40,F,A3
3896,1575,Tamanna Mitter,20,F,A1
3897,1575,Champak Sodhi,63,M,A2
3898,1575,Joshua Kata,30,T,A3
3899,1576,Vamakshi Sarma,40,F,A1
3900,1576,Devansh Kalla,51,F,A2
3901,1576,Ucchal Bose,40,M,A3
3902,1577,Benjamin Mall,47,M,A1
3903,1578,Yashvi Chad,61,T,A1
3904,1579,Devika Baria,57,F,A1
3905,1579,Hredhaan Pall,48,M,A2
3906,1579,Eiravati Uppal,51,M,A3
3907,1580,Damini Halder,42,T,A1
3908,1580,Qadim Sem,52,M,A2
3909,1580,Diya Krishnamurthy,20,M,A3
3910,1581,Falan Pant,21,T,A1
3911,1581,Tara Mallick,64,M,A2
3912,1581,Christopher Pal,34,T,A3
3913,1581,Ijaya Nayar,17,T,A4
3914,1582,Krishna Cherian,37,T,A1
3915,1583,Dayita Talwar,49,M,A1
3916,1583,Jeet Ghose,42,M,A2
3917,1584,Deepa Sane,28,T,A1
3918,1584,Veda Bumb,36,F,A2
3919,1585,Fitan Contractor,39,F,A1
3920,1585,Jacob Thakkar,35,T,A2
3921,1585,Unnati Atwal,36,M,A3
3922,1586,Ubika Konda,40,M,A1
3923,1586,Darika Puri,42,T,A2
3924,1587,Ucchal Sathe,62,T,A1
3925,1587,Advika Raval,33,M,A2
3926,1588,Henry Handa,49,F,A1
3927,1588,Girik Vaidya,30,M,A2
3928,1588,Bhavya Konda,63,T,A3
3929,1589,Faris Soman,33,T,A1
3930,1589,Anthony Korpal,64,F,A2
3931,1589,Wyatt Sharma,65,F,A3
3932,1590,Ayush Narayanan,19,T,A1
3933,1590,Lajita Devi,17,T,A2
3934,1590,Gavin Dubey,45,F,A3
3935,1590,Jatin Bora,61,M,A4
3936,1591,Neelima Jani,44,T,A1
3937,1591,Bachittar Patel,21,T,A2
3938,1591,Patrick Borra,40,F,A3
3939,1592,Jatin Rout,22,T,A1
3940,1592,Dhriti Mukhopadhyay,18,F,A2
3941,1593,Mitesh Ratti,27,F,A1
3942,1593,Jyoti Bhasin,43,M,A2
3943,1593,Anamika Mukhopadhyay,18,M,A3
3944,1593,Qadim Handa,65,F,A4
3945,1594,Samuel Nath,60,M,A1
3946,1594,Yashoda Vasa,46,T,A2
3947,1595,Siddharth Patel,36,T,A1
3948,1595,Chaitaly Deep,63,T,A2
3949,1595,Pratyush Mand,61,M,A3
3950,1595,Waida Suresh,22,F,A4
3951,1596,Radhika Anand,52,M,A1
3952,1597,Vedant Pandey,16,F,A1
3953,1597,Ladli Bail,55,F,A2
3954,1598,Naksh Patel,28,M,A1
3955,1598,Irya Hora,41,T,A2
3956,1599,Laban Patel,17,M,A1
3957,1599,Vansha Minhas,23,T,A2
3958,1599,Jeet Ramesh,19,F,A3
3959,1599,Teerth Deep,26,F,A4
3960,1600,Ishita Dugal,52,F,A1
3961,1601,Oscar Sen,37,T,A1
3962,1601,Ikbal Tailor,64,M,A2
3963,1601,Maanas Sarna,39,T,A3
3964,1601,Veer Deo,53,M,A4
3965,1602,Harsh Shenoy,28,F,A1
3966,1603,Gayathri Peri,46,M,A1
3967,1603,Faris Gade,21,M,A2
3968,1603,Vihaan Thaman,41,T,A3
3969,1604,Bishakha Nigam,24,T,A1
3970,1604,Omkaar Vora,23,M,A2
3971,1604,Riya Salvi,51,M,A3
3972,1604,Vasatika Mahajan,28,M,A4
3973,1605,Ridhi Venkatesh,57,M,A1
3974,1605,Omya Grover,55,M,A2
3975,1606,Rishi Krishnamurthy,22,F,A1
3976,1606,Lavanya Oza,51,F,A2
3977,1606,Watika Bir,48,T,A3
3978,1606,Ishanvi Soni,42,F,A4
3979,1607,Dominic Setty,20,F,A1
3980,1607,Azaan Pathak,57,T,A2
3981,1607,Vamakshi Kadakia,31,F,A3
3982,1608,Reyansh Maharaj,33,T,A1
3983,1608,Deepa Varughese,52,F,A2
3984,1608,Charan Dutta,47,T,A3
3985,1608,Kashvi Bala,24,F,A4
3986,1609,Arya Palan,18,M,A1
3987,1609,Yatan Naik,65,T,A2
3988,1609,Baljiwan Deep,22,F,A3
3989,1610,Oliver Hegde,49,T,A1
3990,1610,Dakshesh Saraf,31,F,A2
3991,1611,Yochana Sampath,40,F,A1
3992,1612,Chaman Sarma,54,F,A1
3993,1612,Yuvraj Raman,28,T,A2
3994,1613,Bhavna Desai,42,T,A1
3995,1613,Darika Kara,22,M,A2
3996,1614,Vidhi Raju,63,T,A1
3997,1614,Rishi Merchant,42,F,A2
3998,1615,Sanya Madan,22,M,A1
3999,1615,Gabriel Bhagat,26,T,A2
4000,1615,Rajeshri Shankar,37,M,A3
4001,1616,Tarak Sha,39,M,A1
4002,1616,Charles Bora,35,M,A2
4003,1616,Arya Kala,32,F,A3
4004,1617,Balveer Subramanian,46,T,A1
4005,1618,Liam Bedi,43,F,A1
4006,1618,Nathan Singh,24,F,A2
4007,1618,Hema Taneja,20,M,A3
4008,1618,Lohit Patla,61,F,A4
4009,1619,Avi Om,36,F,A1
4010,1619,Yashawini Palla,19,T,A2
4011,1619,Jhalak Kaur,44,F,A3
4012,1619,Dalaja Golla,49,M,A4
4013,1620,Azaan Jain,23,F,A1
4014,1620,Elijah Korpal,17,M,A2
4015,1620,Hamsini Gulati,21,M,A3
4016,1620,Yutika Naidu,22,M,A4
4017,1621,Pooja Basu,42,T,A1
4018,1621,Wishi Magar,40,T,A2
4019,1621,Hardik Mall,41,M,A3
4020,1622,Ronith Ram,47,T,A1
4021,1622,Fitan Raj,56,F,A2
4022,1623,Abeer Nair,38,F,A1
4023,1624,Bina Zacharia,59,F,A1
4024,1624,Damyanti Bhavsar,52,F,A2
4025,1624,Onkar Suresh,61,F,A3
4026,1624,Vivaan Bhatt,36,T,A4
4027,1625,Aarna Gera,20,T,A1
4028,1625,Naveen Deshpande,19,T,A2
4029,1625,Theodore Viswanathan,60,M,A3
4030,1625,Jason Murthy,60,F,A4
4031,1626,Vasudha Bobal,33,T,A1
4032,1626,Amaira Choudhry,33,F,A2
4033,1627,Ria Rattan,62,M,A1
4034,1627,Shivani Ratta,51,T,A2
4035,1627,Urvi Sant,59,F,A3
4036,1627,Nandini Krishnamurthy,37,F,A4
4037,1628,Logan Sarin,21,M,A1
4038,1628,Forum Nagi,36,F,A2
4039,1629,Krish Thaker,57,M,A1
4040,1630,Oeshi Garde,53,T,A1
4041,1630,Vincent Vora,19,M,A2
4042,1631,Nicholas Chahal,28,M,A1
4043,1631,Yug Bhakta,34,F,A2
4044,1631,Gaurav Gupta,44,M,A3
4045,1631,Wyatt Bahri,52,F,A4
4046,1632,Ekaja Prabhu,47,M,A1
4047,1632,Bimala Parekh,16,F,A2
4048,1632,Maya Chawla,26,T,A3
4049,1633,Ryan Thaker,52,M,A1
4050,1633,Gaurav Khurana,51,F,A2
4051,1634,Isha Yogi,50,F,A1
4052,1634,Zashil Bir,47,M,A2
4053,1635,Oviya Ganguly,60,M,A1
4054,1636,Chanakya Chana,62,M,A1
4055,1637,Nathan Chaudhuri,25,F,A1
4056,1637,Jeet Pau,46,M,A2
4057,1637,Benjamin Mahal,24,M,A3
4058,1638,Mahika Nayar,62,T,A1
4059,1639,Ekantika Khosla,55,M,A1
4060,1639,Aradhana Atwal,42,F,A2
4061,1640,Darsh Dhaliwal,39,T,A1
4062,1640,Chameli Gupta,44,T,A2
4063,1640,Chandran Sura,56,M,A3
4064,1641,Udyati Bakshi,57,T,A1
4065,1642,Arjun Arora,28,T,A1
4066,1642,Veda Char,24,M,A2
4067,1642,Warinder Narasimhan,58,T,A3
4068,1642,Kai Suresh,57,M,A4
4069,1643,Ridhi Rao,43,T,A1
4070,1643,Raksha Datta,22,T,A2
4071,1643,Ishanvi Soni,26,T,A3
4072,1644,Harinakshi Koshy,65,M,A1
4073,1644,Joshua Lata,28,M,A2
4074,1644,Turvi Behl,31,T,A3
4075,1645,Ganga Thaman,49,M,A1
4076,1646,Karan Bassi,22,M,A1
4077,1646,Shivani Choudhury,55,T,A2
4078,1647,Oviya Grover,39,M,A1
4079,1648,Anya Krishnamurthy,37,M,A1
4080,1648,Meera Krishnamurthy,20,T,A2
4081,1648,Manya Loke,62,T,A3
4082,1649,Daksh Sheth,63,T,A1
4083,1649,Noah Sathe,29,F,A2
4084,1649,Xiti Khare,16,M,A3
4085,1650,Tejas Guha,16,M,A1
4086,1651,Pallavi Kakar,56,F,A1
4087,1651,Hema Varkey,25,M,A2
4088,1651,Vamakshi Sehgal,16,F,A3
4089,1652,Noah More,32,F,A1
4090,1652,Ayaan Khurana,43,T,A2
4091,1652,Anusha Sama,16,M,A3
4092,1652,Thomas Gour,41,T,A4
4093,1653,Chaman Roy,45,T,A1
4094,1653,Gaurangi Dara,35,F,A2
4095,1653,Dhriti Talwar,55,F,A3
4096,1653,Dipta Bir,61,T,A4
4097,1654,Theodore Sem,30,F,A1
4098,1654,Mitesh Gopal,26,M,A2
4099,1654,Anita Varty,57,F,A3
4100,1655,Eshana Chanda,27,M,A1
4101,1655,Hamsini Pandit,48,T,A2
4102,1656,Maanas Sanghvi,36,M,A1
4103,1656,Tanish Bhandari,41,F,A2
4104,1656,Urmi Batra,21,M,A3
4105,1656,Thomas Sur,41,F,A4
4106,1657,Manthan Mukhopadhyay,27,M,A1
4107,1658,Atharv Sharma,31,M,A1
4108,1659,Tanvi Bajwa,55,M,A1
4109,1659,Raksha Tiwari,27,T,A2
4110,1659,Deepa Mitter,44,T,A3
4111,1660,Ishani Babu,28,M,A1
4112,1660,Gautami Golla,40,M,A2
4113,1661,Falak Sem,56,F,A1
4114,1662,Urvashi Bhakta,42,F,A1
4115,1663,Harish Misra,37,F,A1
4116,1663,Gagan Bava,20,M,A2
4117,1663,Yochana Randhawa,35,F,A3
4118,1663,Yadavi Raju,42,M,A4
4119,1664,Victor Mistry,18,T,A1
4120,1665,Rayaan Loyal,60,F,A1
4121,1665,Osha Bir,53,F,A2
4122,1666,Nakul Dutta,46,T,A1
4123,1666,Faraj Rajan,60,F,A2
4124,1666,Gopal Thaker,56,T,A3
4125,1667,Elijah Hayer,60,T,A1
4126,1667,Megha Kalla,48,F,A2
4127,1667,Bishakha Agrawal,28,M,A3
4128,1667,Fariq Ganesh,16,F,A4
4129,1668,Yash Chaudhari,26,T,A1
4130,1668,Vedika Nagarajan,22,T,A2
4131,1669,Krisha Oommen,21,F,A1
4132,1669,Owen Menon,20,F,A2
4133,1669,William Kurian,24,F,A3
4134,1669,Yashvi Srivastava,44,F,A4
4135,1670,Radhika D’Alia,54,M,A1
4136,1670,Udyati Bhardwaj,26,T,A2
4137,1670,Advay Deol,33,F,A3
4138,1671,Praneel Jayaraman,36,M,A1
4139,1671,Isaiah Rai,45,F,A2
4140,1671,Aryan Prasad,47,T,A3
4141,1671,Pranav Lanka,58,T,A4
4142,1672,Naveen Patel,45,F,A1
4143,1673,Rajeshri Sibal,41,T,A1
4144,1673,Bina Gandhi,23,T,A2
4145,1673,Oliver Raju,42,F,A3
4146,1674,Praneel Nagarajan,34,T,A1
4147,1675,Onkar Garg,27,F,A1
4148,1676,Barkha Arora,65,M,A1
4149,1676,Rudra Brahmbhatt,49,M,A2
4150,1676,Falan Bhat,62,M,A3
4151,1677,Yachana Nagarajan,23,F,A1
4152,1678,Chandran Amble,35,T,A1
4153,1678,Arjun Sengupta,45,T,A2
4154,1679,Riya Ganesh,27,T,A1
4155,1679,Saanvi Kibe,47,M,A2
4156,1679,Rachit Bal,35,F,A3
4157,1680,Rohan Rajagopal,48,M,A1
4158,1680,Elijah Baral,30,M,A2
4159,1680,Ayushman Gola,58,T,A3
4160,1680,Benjamin Rattan,25,T,A4
4161,1681,Ria Sarin,63,M,A1
4162,1681,Robert Chakraborty,47,F,A2
4163,1681,Aachal Bhalla,60,M,A3
4164,1682,David Dash,46,M,A1
4165,1683,Hamsini Dayal,42,T,A1
4166,1683,Mohini Balakrishnan,60,F,A2
4167,1684,Damini Narula,51,F,A1
4168,1684,Vasudha Shukla,25,F,A2
4169,1685,Victor Mody,46,M,A1
4170,1685,Yamini Gaba,60,T,A2
4171,1685,Triveni Deshpande,39,T,A3
4172,1685,Ranveer Dixit,57,T,A4
4173,1686,Yadavi Tara,62,M,A1
4174,1687,Ayushman Kibe,28,F,A1
4175,1687,Pallavi Hayre,58,M,A2
4176,1688,Wriddhish Brahmbhatt,41,F,A1
4177,1689,Gauri Kara,53,T,A1
4178,1689,Devika Aggarwal,39,T,A2
4179,1689,Nakul Bhalla,16,M,A3
4180,1690,George Prasad,49,F,A1
4181,1690,Rohan Kumer,60,M,A2
4182,1690,Peter Sagar,25,M,A3
4183,1691,Janya Sharaf,42,F,A1
4184,1691,Bhanumati Majumdar,35,T,A2
4185,1691,Januja Patil,40,T,A3
4186,1691,Damini Jani,31,T,A4
4187,1692,Chaaya Natarajan,61,T,A1
4188,1692,Bhavya Ganesan,63,M,A2
4189,1692,Chandani Gola,45,T,A3
4190,1693,Indrajit Das,43,F,A1
4191,1693,Anjali Swaminathan,16,T,A2
4192,1693,Zayan Ram,32,F,A3
4193,1693,Pranav Thaker,35,F,A4
4194,1694,Jagvi Khatri,56,M,A1
4195,1694,Darsh Shetty,62,F,A2
4196,1695,Udyati Garg,25,F,A1
4197,1696,Leena Ganguly,25,F,A1
4198,1696,Samesh Batta,17,F,A2
4199,1696,Amruta Sagar,61,M,A3
4200,1697,Dayamai Chaudry,24,T,A1
4201,1697,Devansh Venkataraman,60,F,A2
4202,1697,Balhaar Raju,34,M,A3
4203,1697,Aditya Samra,25,T,A4
4204,1698,Finn Sagar,45,T,A1
4205,1698,Aarav Kumar,36,F,A2
4206,1698,Rachit Srivastava,21,F,A3
4207,1698,Ojasvi Vaidya,39,F,A4
4208,1699,Kamya Bansal,41,M,A1
4209,1699,Megha Rai,62,T,A2
4210,1699,Yashasvi Lal,37,T,A3
4211,1699,Bachittar Bhatia,22,M,A4
4212,1700,Yatin Walla,38,M,A1
4213,1700,Ekansh Pandya,37,T,A2
4214,1700,Omkaar Venkataraman,44,M,A3
4215,1701,Dipta Tara,41,T,A1
4216,1701,Upasna Warrior,37,M,A2
4217,1702,Harish Baria,64,T,A1
4218,1703,Harita Saraf,61,F,A1
4219,1704,Alexander Saini,65,T,A1
4220,1704,Ishanvi Mohanty,49,F,A2
4221,1704,Maya Badal,28,F,A3
4222,1704,Eta Bumb,54,F,A4
4223,1705,Ladli Mukhopadhyay,35,F,A1
4224,1706,Chaaya Bhat,26,T,A1
4225,1706,Vivaan Nagy,58,T,A2
4226,1706,Kashvi Khosla,47,T,A3
4227,1706,Nakul Malhotra,28,M,A4
4228,1707,Udant Sunder,32,T,A1
4229,1707,Ira Dubey,31,T,A2
4230,1707,Faqid Garde,21,T,A3
4231,1708,Anusha Sangha,64,F,A1
4232,1708,Neel Kadakia,20,F,A2
4233,1708,Watika Kumar,34,T,A3
4234,1708,Lucky Bhasin,32,M,A4
4235,1709,Barkha Dhar,25,T,A1
4236,1709,Ekaja Singhal,21,M,A2
4237,1710,Bhavani Sahni,19,F,A1
4238,1711,Lohit Bains,40,F,A1
4239,1711,Yatan Jayaraman,65,F,A2
4240,1712,Praneel Raja,39,M,A1
4241,1712,Ranbir Kamdar,29,M,A2
4242,1713,Chanakya Korpal,53,T,A1
4243,1713,Vihaan Bhat,30,M,A2
4244,1713,Bishakha Manda,47,T,A3
4245,1714,Tristan Sinha,59,F,A1
4246,1714,Nathan Bhavsar,63,F,A2
4247,1714,Wridesh Sagar,18,M,A3
4248,1715,Ijaya Misra,23,T,A1
4249,1715,Dalbir Joshi,50,M,A2
4250,1715,Yamini Choudhry,40,T,A3
4251,1716,Wahab Bawa,64,M,A1
4252,1717,Ekaraj Mukhopadhyay,48,F,A1
4253,1717,Gayathri Balakrishnan,49,T,A2
4254,1718,Hitesh Nagarajan,20,M,A1
4255,1718,Chameli Mohan,21,T,A2
4256,1718,Rajeshri Dugar,23,F,A3
4257,1719,Rajeshri Narang,48,T,A1
4258,1719,Om Pai,51,T,A2
4259,1719,Bahadurjit Dugar,24,M,A3
4260,1720,Charita Parmar,23,T,A1
4261,1720,Leena Nath,55,F,A2
4262,1720,Anya Murthy,21,M,A3
4263,1721,Omkaar Mitter,22,M,A1
4264,1721,Keya Tandon,56,F,A2
4265,1721,Ganga Kumer,57,F,A3
4266,1721,Aditya Biswas,55,T,A4
4267,1722,Siya Bassi,20,F,A1
4268,1722,Pallavi Suri,47,T,A2
4269,1722,Hemal Basu,22,M,A3
4270,1722,Yahvi Bala,60,T,A4
4271,1723,Brijesh Kothari,60,F,A1
4272,1724,Joshua Chahal,64,M,A1
4273,1724,Amrita Palla,60,M,A2
4274,1724,Ekiya Goel,33,F,A3
4275,1725,Mugdha Suri,60,M,A1
4276,1725,Gautam Pant,47,M,A2
4277,1725,Pallavi Raman,23,M,A3
4278,1726,Oviya Sachdeva,40,M,A1
4279,1726,Caleb Khatri,19,T,A2
4280,1727,Theodore Johal,52,M,A1
4281,1727,Ojasvi Guha,50,F,A2
4282,1727,Karan Lal,44,F,A3
4283,1728,Ekalinga Dave,43,M,A1
4284,1728,Maanav Sanghvi,17,F,A2
4285,1729,Frederick Sandal,64,F,A1
4286,1730,Pranit Palan,61,F,A1
4287,1730,Pahal Krishna,37,T,A2
4288,1730,Wahab Agrawal,51,T,A3
4289,1730,Krish Subramanian,46,M,A4
4290,1731,Janani Pal,30,F,A1
4291,1731,Lipika Agrawal,61,M,A2
4292,1731,Mason Ghose,50,M,A3
4293,1732,Bimala Ganesan,52,T,A1
4294,1733,Nathaniel Singh,38,F,A1
4295,1734,Sai Modi,34,M,A1
4296,1734,Samuel Nair,28,T,A2
4297,1735,Pushti Narayan,24,T,A1
4298,1736,Shaurya Raman,24,M,A1
4299,1736,Lekha Ramaswamy,31,F,A2
4300,1736,Manya Modi,33,M,A3
4301,1736,Parth Tripathi,59,F,A4
4302,1737,Gayathri Anne,47,F,A1
4303,1737,Sai Swamy,41,F,A2
4304,1737,Oscar Mall,24,M,A3
4305,1737,Umang Swaminathan,45,M,A4
4306,1738,Siya Chaudhari,23,M,A1
4307,1739,Max Mander,26,M,A1
4308,1739,Ekbal Tella,36,F,A2
4309,1739,Nathaniel Tiwari,47,T,A3
4310,1739,Yashica Thakkar,34,M,A4
4311,1740,Amrita Chakraborty,56,M,A1
4312,1741,Krish Ram,46,T,A1
4313,1742,Chaman Gupta,46,T,A1
4314,1742,Ekaja Shanker,26,T,A2
4315,1743,Bahadurjit Chana,57,T,A1
4316,1743,Hiral Ratta,29,F,A2
4317,1743,Yutika Guha,35,M,A3
4318,1743,Sathvik Patla,20,M,A4
4319,1744,Leela Cherian,27,T,A1
4320,1745,Raksha Deshpande,46,M,A1
4321,1745,Logan Balakrishnan,34,F,A2
4322,1745,Tanish Chaudhry,17,T,A3
4323,1745,Nakul Apte,55,M,A4
4324,1746,Anay Iyengar,24,M,A1
4325,1746,Udant Merchant,49,T,A2
4326,1746,Yahvi Kapur,54,M,A3
4327,1746,Janaki Salvi,45,T,A4
4328,1747,Vanya Bandi,49,T,A1
4329,1748,Manya Krishnamurthy,17,F,A1
4330,1748,Harita Madan,21,T,A2
4331,1749,Ganga Kala,48,M,A1
4332,1749,Laban Goda,37,F,A2
4333,1750,Chaaya Raju,60,M,A1
4334,1750,Diya Sibal,27,M,A2
4335,1751,Shaurya Venkataraman,17,T,A1
4336,1752,Barkha Kohli,61,T,A1
4337,1752,Vincent Bali,46,M,A2
4338,1752,Henry Kade,26,T,A3
4339,1753,Agastya Palla,47,M,A1
4340,1753,Jeremiah Kulkarni,17,F,A2
4341,1754,Dev Golla,44,M,A1
4342,1754,Saumya Bansal,43,T,A2
4343,1754,Liam Koshy,49,T,A3
4344,1755,Ekavir Jaggi,65,F,A1
4345,1756,Yashvi Hegde,27,T,A1
4346,1756,William Dyal,57,M,A2
4347,1756,Sara Anand,49,F,A3
4348,1757,Dayamai Buch,23,M,A1
4349,1757,Jacob Kapadia,39,F,A2
4350,1757,Henry Brahmbhatt,37,T,A3
4351,1758,Bahadurjit Kari,35,F,A1
4352,1758,Nachiket Wali,24,M,A2
4353,1758,Ekaja Sarma,28,M,A3
4354,1758,Bahadurjit Parmar,32,F,A4
4355,1759,Indrajit Gara,27,M,A1
4356,1760,Baghyawati Sachdeva,56,M,A1
4357,1761,Sneha Parekh,30,F,A1
4358,1762,Hemang Chauhan,50,T,A1
4359,1762,Divya Sant,34,T,A2
4360,1762,Zaid Kata,58,F,A3
4361,1763,Warda Bansal,45,M,A1
4362,1763,Darpan Sachdev,29,M,A2
4363,1764,Peter Sundaram,27,F,A1
4364,1765,Samuel Zachariah,63,T,A1
4365,1765,Yash Mital,17,T,A2
4366,1766,Faraj Nadig,21,T,A1
4367,1766,Upma Wali,40,M,A2
4368,1766,Neha Handa,50,F,A3
4369,1767,Krishna Choudhary,21,F,A1
4370,1767,Naveen Vaidya,64,T,A2
4371,1767,Turvi Krishna,41,M,A3
4372,1768,Gopal Gulati,40,M,A1
4373,1769,Manya Goyal,56,F,A1
4374,1769,Wridesh Krishna,65,T,A2
4375,1769,Yachana Patel,49,M,A3
4376,1770,Frederick Lal,54,F,A1
4377,1771,Samaksh Dutt,65,M,A1
4378,1772,Darika Sekhon,50,F,A1
4379,1772,Jagvi Savant,31,F,A2
4380,1772,Pooja Thakur,34,F,A3
4381,1773,Omisha Gera,19,T,A1
4382,1773,Dipta Raju,65,T,A2
4383,1773,Shivansh Misra,62,F,A3
4384,1773,Libni Bedi,17,T,A4
4385,1774,Faras Ranganathan,61,M,A1
4386,1774,Yagnesh Babu,30,M,A2
4387,1774,Lila Barman,24,T,A3
4388,1774,Upasna Dugar,64,M,A4
4389,1775,Devika Bawa,48,F,A1
4390,1776,Veer Chandran,35,F,A1
4391,1776,Guneet Rama,24,F,A2
4392,1776,Wahab Prashad,47,M,A3
4393,1776,Praneel Dhawan,29,F,A4
4394,1777,Garima Setty,31,T,A1
4395,1777,Max Gaba,35,M,A2
4396,1777,Faqid Chawla,59,T,A3
4397,1778,Oeshi Bassi,56,M,A1
4398,1778,Qadim Ramachandran,62,F,A2
4399,1778,Chaman Sahota,22,M,A3
4400,1778,Hemang Sathe,17,M,A4
4401,1779,Omaja Ramachandran,57,F,A1
4402,1779,Bhavna Nagarajan,50,T,A2
4403,1780,Hiral Lata,51,T,A1
4404,1780,Akshay Sharma,35,M,A2
4405,1780,Ekansh Aurora,60,F,A3
4406,1780,Onveer Varty,24,F,A4
4407,1781,Girindra Krishnan,53,T,A1
4408,1782,Ishanvi Kumer,64,M,A1
4409,1782,Onkar Gandhi,26,M,A2
4410,1782,Pranav Dugar,30,T,A3
4411,1783,Yashodhara Pandya,37,M,A1
4412,1783,Indrajit Sastry,59,T,A2
4413,1783,Aarush Dara,57,T,A3
4414,1784,Vincent Merchant,34,M,A1
4415,1784,Chatura Koshy,19,F,A2
4416,1784,Jasmit Bath,51,T,A3
4417,1784,Vidhi Krishna,61,F,A4
4418,1785,Maya Pant,64,M,A1
4419,1786,Nirja Kumar,35,T,A1
4420,1786,Bhavna Sabharwal,45,F,A2
4421,1787,Hitesh Natt,40,T,A1
4422,1787,Divya Dalal,53,T,A2
4423,1787,Siddharth Shukla,50,F,A3
4424,1787,Onkar Cheema,36,M,A4
4425,1788,Zayan Anne,21,T,A1
4426,1788,Sai Kunda,34,M,A2
4427,1788,Meera Wable,25,F,A3
4428,1789,Krishna Ahluwalia,56,T,A1
4429,1789,Krishna Kanda,55,F,A2
4430,1790,Manbir Ahuja,57,M,A1
4431,1790,Aarav Hans,30,F,A2
4432,1790,Zansi Kade,32,M,A3
4433,1790,Ishani Deo,65,T,A4
4434,1791,Meghana Narasimhan,26,T,A1
4435,1791,Ridhi Prakash,21,M,A2
4436,1792,Upma Virk,62,T,A1
4437,1793,Hamsini Kohli,56,F,A1
4438,1794,Mekhala Barman,53,M,A1
4439,1794,Raghav Golla,59,T,A2
4440,1794,Warjas Mannan,42,F,A3
4441,1795,Balhaar Majumdar,16,F,A1
4442,1795,Omisha Shanker,59,T,A2
4443,1795,Dayita Patla,53,F,A3
4444,1795,Gayathri Srinivas,47,F,A4
4445,1796,Ansh Oza,62,T,A1
4446,1796,Samesh Ratti,21,T,A2
4447,1796,Charan Venkataraman,27,T,A3
4448,1797,Sudiksha Bir,21,F,A1
4449,1797,Harrison Ram,56,T,A2
4450,1798,Ria Saini,36,F,A1
4451,1798,Indrajit Dhillon,25,F,A2
4452,1798,Falak Sood,28,T,A3
4453,1798,Ekalinga Dhawan,19,M,A4
4454,1799,Nidhi Bal,30,T,A1
4455,1799,Harish Pall,59,F,A2
4456,1800,Jyoti Raval,21,M,A1
4457,1800,Anthony Tailor,33,M,A2
4458,1800,Radhika Kumer,51,F,A3
4459,1800,Girish Madan,58,F,A4
4460,1801,Charan Sami,37,M,A1
4461,1801,Banjeet Saxena,26,M,A2
4462,1801,Nathan Roy,45,T,A3
4463,1801,Patrick Thakur,16,F,A4
4464,1802,Nirja Reddy,51,M,A1
4465,1802,Anya Sehgal,58,T,A2
4466,1802,Yashoda Shenoy,48,F,A3
4467,1802,Veda Bhavsar,59,M,A4
4468,1803,Aarnav Chhabra,43,M,A1
